location,pm25,pm10,co2,timestamp
Lower Parel,26.94,378.73,3075.03,2024-11-25 01:50:33
Jogeshwari,150.32,124.19,2284.68,2024-11-25 01:50:38
Vashi,355.54,193.55,4100.03,2024-11-25 01:50:43
Chembur,113.12,273.06,1954.63,2024-11-25 01:50:48
Worli,415.61,244.06,554.42,2024-11-25 01:50:53
Kandivali East,486.81,417.68,1919.06,2024-11-25 01:50:58
Saki Naka,454.68,283.14,4950.66,2024-11-25 01:51:03
Saki Naka,292.92,48.4,3299.72,2024-11-25 01:51:08
Saki Naka,79.16,182.44,4301.9,2024-11-25 01:51:13
Bhayandar,158.52,216.76,2004.19,2024-11-25 01:51:18
Ghatkopar,437.47,432.08,1371.18,2024-11-25 01:51:23
Borivali,105.39,193.22,4391.41,2024-11-25 01:51:28
Saki Naka,234.9,457.1,316.99,2024-11-25 01:51:33
Nariman Point,11.36,460.12,2667.49,2024-11-25 01:51:38
Marine Drive,309.34,73.18,2230.75,2024-11-25 01:51:43
Mulund,294.24,132.9,1623.3,2024-11-25 01:51:48
Ghatkopar,433.74,420.19,3444.55,2024-11-25 01:51:53
Dahisar,59.48,184.92,931.71,2024-11-25 01:51:58
Colaba,478.52,206.06,909.63,2024-11-25 01:52:03
Chembur,146.09,445.67,1070.3,2024-11-25 01:52:09
Borivali,201.73,244.64,1686.52,2024-11-25 01:52:14
Nariman Point,56.44,128.23,761.96,2024-11-25 01:52:19
Borivali,139.37,448.89,3958.65,2024-11-25 01:52:24
Bandra,328.06,99.89,4479.06,2024-11-25 01:52:29
Sion,118.48,213.6,863.27,2024-11-25 01:52:34
Andheri,14.79,486.84,2949.57,2024-11-25 01:52:39
Parel,303.72,425.96,1317.33,2024-11-25 01:52:44
Jogeshwari,302.43,312.41,2689.4,2024-11-25 01:52:49
Prabhadevi,68.04,387.13,2789.13,2024-11-25 01:52:54
Versova,19.27,467.78,2265.56,2024-11-25 01:52:59
Nariman Point,379.1,232.4,878.56,2024-11-25 01:53:04
Chembur,19.16,338.65,1691.82,2024-11-25 01:53:09
Matunga,417.98,137.57,4794.26,2024-11-25 01:53:14
Nariman Point,218.99,222.87,3280.73,2024-11-25 01:53:19
Jogeshwari,486.4,74.85,4996.33,2024-11-25 01:53:24
Vile Parle,148.32,11.21,4039.73,2024-11-25 01:53:29
Kandivali East,40.44,60.29,1939.64,2024-11-25 01:53:34
Dadar,254.9,423.73,2447.85,2024-11-25 01:53:39
Colaba,426.61,149.25,2744.12,2024-11-25 01:53:44
Kurla,497.23,230.92,2519.03,2024-11-25 01:53:49
Thane,361.45,197.23,4774.94,2024-11-25 01:53:54
Dahisar,447.25,353.12,4992.52,2024-11-25 01:53:59
Versova,441.28,487.32,747.81,2024-11-25 01:54:04
Mulund,107.7,216.1,2552.14,2024-11-25 01:54:09
Jogeshwari,314.16,91.25,1803.73,2024-11-25 01:54:14
Vile Parle,276.12,244.39,2417.35,2024-11-25 01:54:19
Dahisar,405.85,127.63,1865.87,2024-11-25 01:54:24
Lower Parel,167.19,263.3,1429.62,2024-11-25 01:54:29
Malad,292.25,367.33,458.03,2024-11-25 01:54:34
Kandivali West,381.71,457.28,399.64,2024-11-25 01:54:39
Matunga,383.86,148.89,2734.12,2024-11-25 01:54:44
Chembur,157.77,461.18,4597.17,2024-11-25 01:54:49
Jogeshwari,362.69,450.24,4735.49,2024-11-25 01:54:54
Sion,412.64,41.82,1045.81,2024-11-25 01:54:59
Santacruz,200.01,76.77,2265.79,2024-11-25 01:55:04
Andheri,392.88,83.09,3397.23,2024-11-25 01:55:09
Santacruz,6.29,137.76,4997.21,2024-11-25 01:55:14
Vile Parle,286.1,182.04,1267.13,2024-11-25 01:55:19
Ghatkopar,381.45,379.38,4075.46,2024-11-25 01:55:24
Worli,188.2,460.48,2575.06,2024-11-25 01:55:29
Vile Parle,244.81,119.33,794.44,2024-11-25 01:55:34
Bhayandar,355.56,422.5,4846.62,2024-11-25 01:55:39
Colaba,55.79,33.29,1904.46,2024-11-25 01:55:44
Dadar,285.23,172.92,1069.02,2024-11-25 01:55:49
Parel,468.75,95.37,4383.45,2024-11-25 01:55:54
Nariman Point,55.36,223.96,3557.75,2024-11-25 01:55:59
Prabhadevi,117.34,166.01,3508.75,2024-11-25 01:56:04
Kurla,16.93,271.72,2791.25,2024-11-25 01:56:09
Saki Naka,166.28,91.47,1086.1,2024-11-25 01:56:14
Saki Naka,430.25,236.53,4838.05,2024-11-25 01:56:19
Sion,428.85,294.28,4980.01,2024-11-25 01:56:24
Kurla,188.62,251.8,3769.18,2024-11-25 01:56:29
Matunga,325.88,26.71,4957.94,2024-11-25 01:56:34
Dadar,352.51,438.94,4892.66,2024-11-25 01:56:39
Thane,236.61,390.93,2003.08,2024-11-25 01:56:44
Ghatkopar,199.78,327.73,4287.32,2024-11-25 01:56:49
Thane,488.35,87.08,1743.62,2024-11-25 01:56:54
Matunga,231.72,186.78,2253.64,2024-11-25 01:56:59
Sion,153.13,193.92,1936.7,2024-11-25 01:57:04
Colaba,296.54,143.52,2080.8,2024-11-25 01:57:09
Nariman Point,113.92,112.58,988.93,2024-11-25 01:57:14
Borivali,25.32,224.14,558.41,2024-11-25 01:57:19
Jogeshwari,345.88,0.52,2950.28,2024-11-25 01:57:24
Ghatkopar,437.58,134.4,2165.77,2024-11-25 01:57:29
Colaba,83.87,2.2,3987.04,2024-11-25 01:57:34
Chembur,420.52,88.11,1002.67,2024-11-25 01:57:39
Dadar,484.57,285.68,2292.07,2024-11-25 01:57:44
Prabhadevi,259.66,108.07,895.93,2024-11-25 01:57:49
Versova,261.65,446.85,512.94,2024-11-25 01:57:54
Bhayandar,173.68,27.95,3293.05,2024-11-25 01:57:59
Mulund,182.01,419.62,4045.9,2024-11-25 01:58:04
Saki Naka,46.03,420.24,4102.82,2024-11-25 01:58:09
Mulund,248.24,182.5,1380.0,2024-11-25 01:58:14
Andheri,450.49,68.53,3682.46,2024-11-25 01:58:19
Mahalaxmi,351.77,415.12,1447.37,2024-11-25 01:58:24
Prabhadevi,403.95,321.86,4343.13,2024-11-25 01:58:29
Worli,215.94,399.19,3253.26,2024-11-25 01:58:34
Mahalaxmi,457.2,201.27,2854.88,2024-11-25 01:58:39
Chembur,476.33,418.27,424.06,2024-11-25 01:58:44
Santacruz,118.99,254.25,666.16,2024-11-25 01:58:49
Mulund,448.6,397.36,3846.13,2024-11-25 01:58:54
Kurla,151.26,2.33,960.32,2024-11-25 01:58:59
Marine Drive,423.36,142.22,4253.87,2024-11-25 01:59:04
Jogeshwari,385.63,351.87,4066.88,2024-11-25 01:59:09
Matunga,71.0,454.88,4217.19,2024-11-25 01:59:14
Lower Parel,133.37,309.82,3917.83,2024-11-25 01:59:19
Vashi,435.33,278.99,4983.65,2024-11-25 01:59:24
Kurla,15.11,149.94,2642.24,2024-11-25 01:59:29
Colaba,285.58,179.36,4740.82,2024-11-25 01:59:34
Worli,201.87,213.69,4288.51,2024-11-25 01:59:39
Kurla,225.62,394.53,4516.97,2024-11-25 01:59:44
Prabhadevi,357.24,63.14,3128.19,2024-11-25 01:59:49
Thane,237.9,239.98,1510.92,2024-11-25 01:59:54
Bhayandar,213.39,229.91,3026.62,2024-11-25 01:59:59
Lower Parel,402.66,288.07,2638.8,2024-11-25 02:00:04
Versova,287.46,56.63,1594.3,2024-11-25 02:00:09
Mulund,272.17,49.45,2583.84,2024-11-25 02:00:14
Bandra,333.0,272.08,4082.8,2024-11-25 02:00:19
Sion,489.03,404.27,2172.26,2024-11-25 02:00:24
Thane,71.68,357.9,2392.14,2024-11-25 02:00:29
Khar,242.33,250.76,1669.53,2024-11-25 02:00:34
Prabhadevi,238.85,445.01,2210.5,2024-11-25 02:00:39
Parel,5.14,389.02,2653.75,2024-11-25 02:00:44
Matunga,77.19,337.02,3564.23,2024-11-25 02:00:49
Khar,461.31,270.41,4049.73,2024-11-25 02:00:54
Andheri,433.39,345.9,2602.44,2024-11-25 02:00:59
Nariman Point,42.06,119.03,2579.62,2024-11-25 02:01:04
Dahisar,437.77,474.8,908.13,2024-11-25 02:01:09
Vashi,300.34,283.47,1727.97,2024-11-25 02:01:14
Thane,192.45,204.93,4331.33,2024-11-25 02:01:19
Lower Parel,384.53,323.6,3463.36,2024-11-25 02:01:24
Kandivali West,86.14,80.16,1641.93,2024-11-25 02:01:29
Bandra,327.93,335.53,3294.67,2024-11-25 02:01:34
Matunga,136.41,195.23,819.15,2024-11-25 02:01:39
Jogeshwari,183.73,278.65,2018.45,2024-11-25 02:01:44
Kandivali West,334.35,180.17,1121.66,2024-11-25 02:01:49
Borivali,36.06,304.32,1969.57,2024-11-25 02:01:54
Mahalaxmi,461.87,16.47,3566.77,2024-11-25 02:01:59
Kandivali,378.59,76.66,1392.55,2024-11-25 02:02:04
Santacruz,378.07,179.86,1218.83,2024-11-25 02:02:09
Kandivali,15.35,182.06,2545.58,2024-11-25 02:02:14
Khar,321.2,96.78,3694.45,2024-11-25 02:02:19
Worli,212.92,77.86,4245.76,2024-11-25 02:02:24
Santacruz,85.82,212.98,905.33,2024-11-25 02:02:29
Dadar,417.67,357.37,2682.05,2024-11-25 02:02:34
Malad,432.48,37.87,2889.41,2024-11-25 02:02:39
Nariman Point,136.55,42.3,4848.1,2024-11-25 02:02:44
Kandivali West,359.7,325.04,4857.08,2024-11-25 02:02:49
Mahalaxmi,234.35,375.43,3689.77,2024-11-25 02:02:54
Khar,293.31,372.89,3113.42,2024-11-25 02:02:59
Marine Drive,486.86,293.14,406.19,2024-11-25 02:03:04
Prabhadevi,413.16,245.28,4454.78,2024-11-25 02:03:09
Lower Parel,96.47,251.86,4119.4,2024-11-25 02:03:14
Dadar,11.09,112.18,3335.39,2024-11-25 02:03:19
Colaba,56.0,52.14,3606.38,2024-11-25 02:03:24
Borivali,397.44,132.34,592.73,2024-11-25 02:03:29
Bandra,407.22,350.06,4407.87,2024-11-25 02:03:34
Colaba,298.81,8.62,4095.31,2024-11-25 02:03:39
Andheri,404.97,235.86,1355.79,2024-11-25 02:03:44
Marine Drive,77.52,338.52,2126.11,2024-11-25 02:03:49
Ghatkopar,387.68,25.28,2249.21,2024-11-25 02:03:54
Santacruz,220.68,449.35,2518.79,2024-11-25 02:03:59
Prabhadevi,1.24,324.73,2919.68,2024-11-25 02:04:04
Parel,400.19,80.25,1620.28,2024-11-25 02:04:09
Dahisar,363.81,68.97,1272.21,2024-11-25 02:04:14
Jogeshwari,86.75,369.87,1293.17,2024-11-25 02:04:19
Saki Naka,263.19,262.41,1262.93,2024-11-25 02:04:24
Borivali,484.27,212.13,3973.52,2024-11-25 02:04:29
Lower Parel,92.57,77.5,4318.3,2024-11-25 02:04:34
Matunga,297.32,396.06,1303.92,2024-11-25 02:04:39
Vile Parle,92.71,388.0,4702.3,2024-11-25 02:04:44
Kurla,267.05,268.09,4543.57,2024-11-25 02:04:49
Prabhadevi,24.18,96.6,4717.85,2024-11-25 02:04:54
Prabhadevi,459.69,88.09,1103.27,2024-11-25 02:04:59
Kandivali East,178.05,190.98,325.41,2024-11-25 02:05:04
Saki Naka,376.82,399.02,1913.95,2024-11-25 02:05:09
Bandra,81.19,418.34,2611.23,2024-11-25 02:05:14
Nariman Point,273.83,151.28,1589.27,2024-11-25 02:05:19
Jogeshwari,63.91,101.02,3135.66,2024-11-25 02:05:24
Andheri,146.03,30.17,3303.37,2024-11-25 02:05:29
Versova,238.65,148.79,1173.98,2024-11-25 02:05:34
Saki Naka,319.7,114.65,2310.24,2024-11-25 02:05:39
Jogeshwari,145.84,292.27,1110.73,2024-11-25 02:05:44
Nariman Point,376.27,379.8,4506.18,2024-11-25 02:05:49
Chembur,146.26,170.67,4657.68,2024-11-25 02:05:54
Versova,257.53,391.77,897.03,2024-11-25 02:05:59
Mulund,455.95,304.45,2364.71,2024-11-25 02:06:04
Marine Drive,261.68,468.41,748.03,2024-11-25 02:06:09
Bandra,141.18,295.62,330.5,2024-11-25 02:06:14
Mulund,233.58,453.98,4763.98,2024-11-25 02:06:19
Lower Parel,227.5,366.55,4801.22,2024-11-25 02:06:24
Jogeshwari,180.35,312.55,1915.01,2024-11-25 02:06:29
Marine Drive,200.49,130.08,1234.92,2024-11-25 02:06:34
Prabhadevi,219.45,493.0,2970.53,2024-11-25 02:06:39
Santacruz,141.53,13.35,3935.04,2024-11-25 02:06:44
Thane,335.41,129.02,3767.83,2024-11-25 02:06:49
Lower Parel,223.31,39.64,869.53,2024-11-25 02:06:54
Kurla,384.68,374.08,339.73,2024-11-25 02:06:59
Bandra,340.06,221.06,1902.69,2024-11-25 02:07:04
Santacruz,431.62,42.85,2883.11,2024-11-25 02:07:09
Chembur,217.17,454.91,3357.45,2024-11-25 02:07:14
Versova,283.45,460.94,816.25,2024-11-25 02:07:19
Dahisar,7.99,104.12,3545.98,2024-11-25 02:07:24
Vile Parle,318.61,141.1,1354.5,2024-11-25 02:07:29
Mahalaxmi,125.7,145.23,3415.77,2024-11-25 02:07:34
Matunga,109.55,61.65,3620.38,2024-11-25 02:07:39
Colaba,412.56,14.54,3780.81,2024-11-25 02:07:44
Sion,12.25,138.3,325.21,2024-11-25 02:07:49
Kandivali West,14.04,153.86,4492.41,2024-11-25 02:07:54
Saki Naka,384.14,135.93,2958.37,2024-11-25 02:07:59
Vashi,248.25,495.75,901.23,2024-11-25 02:08:04
Kandivali East,179.9,22.73,4164.92,2024-11-25 02:08:09
Chembur,361.43,231.66,1167.12,2024-11-25 02:08:14
Jogeshwari,116.06,427.74,3291.04,2024-11-25 02:08:19
Khar,32.26,447.9,3753.14,2024-11-25 02:08:24
Versova,470.68,441.32,3045.79,2024-11-25 02:08:29
Borivali,184.41,110.28,3253.74,2024-11-25 02:08:34
Versova,441.85,62.67,4474.3,2024-11-25 02:08:39
Andheri,153.36,212.68,476.56,2024-11-25 02:08:44
Chembur,445.75,472.02,2946.55,2024-11-25 02:08:49
Jogeshwari,338.41,282.61,3217.02,2024-11-25 02:08:54
Andheri,175.9,131.65,2235.95,2024-11-25 02:08:59
Vile Parle,291.96,316.17,3172.67,2024-11-25 02:09:04
Kandivali East,243.18,10.1,3912.59,2024-11-25 02:09:09
Saki Naka,77.08,431.68,644.57,2024-11-25 02:09:14
Santacruz,52.88,323.13,2607.47,2024-11-25 02:09:19
Matunga,289.62,95.74,4051.52,2024-11-25 02:09:24
Mulund,196.65,385.83,3024.65,2024-11-25 02:09:29
Thane,220.05,237.8,3253.47,2024-11-25 02:09:34
Prabhadevi,189.43,44.52,2195.62,2024-11-25 02:09:39
Prabhadevi,233.52,273.35,3952.98,2024-11-25 02:09:44
Khar,193.73,163.37,2920.4,2024-11-25 02:09:49
Andheri,313.55,225.03,4193.07,2024-11-25 02:09:54
Mulund,161.55,153.96,2993.0,2024-11-25 02:09:59
Nariman Point,431.34,163.36,2431.26,2024-11-25 02:10:04
Lower Parel,407.28,328.25,929.8,2024-11-25 02:10:09
Dahisar,374.23,268.37,985.43,2024-11-25 02:10:14
Colaba,63.71,99.31,1479.51,2024-11-25 02:10:19
Santacruz,189.78,466.02,3898.35,2024-11-25 02:10:24
Vashi,410.04,5.41,847.67,2024-11-25 02:10:29
Colaba,334.36,71.71,909.99,2024-11-25 02:10:34
Khar,474.98,120.29,3241.57,2024-11-25 02:10:39
Malad,74.29,414.9,4755.67,2024-11-25 02:10:44
Khar,75.28,48.77,4750.56,2024-11-25 02:10:49
Sion,93.49,342.42,1186.85,2024-11-25 02:10:54
Prabhadevi,351.31,324.32,514.65,2024-11-25 02:10:59
Matunga,463.72,449.84,2637.1,2024-11-25 02:11:04
Kandivali West,376.3,377.82,4267.25,2024-11-25 02:11:09
Khar,412.2,78.94,3830.37,2024-11-25 02:11:14
Parel,272.73,420.46,3870.24,2024-11-25 02:11:20
Worli,421.75,332.96,2808.35,2024-11-25 02:11:25
Andheri,242.89,455.18,1660.01,2024-11-25 02:11:30
Versova,288.52,130.22,2006.15,2024-11-25 02:11:35
Khar,272.86,190.99,491.02,2024-11-25 02:11:40
Kandivali,475.54,74.39,1593.72,2024-11-25 02:11:45
Thane,181.49,100.53,3462.07,2024-11-25 02:11:50
Kandivali East,368.89,358.81,3929.95,2024-11-25 02:11:55
Kurla,76.95,165.55,3530.46,2024-11-25 02:12:00
Kandivali,128.97,300.64,3088.56,2024-11-25 02:12:05
Bhayandar,1.13,353.23,3417.02,2024-11-25 02:12:10
Lower Parel,57.17,225.71,3423.48,2024-11-25 02:12:15
Saki Naka,220.55,247.16,1169.75,2024-11-25 02:12:20
Kurla,89.43,310.41,3365.18,2024-11-25 02:12:25
Versova,252.82,332.57,2883.83,2024-11-25 02:12:30
Mahalaxmi,4.35,195.46,393.2,2024-11-25 02:12:35
Santacruz,300.85,202.16,1370.1,2024-11-25 02:12:40
Chembur,296.92,107.49,2962.21,2024-11-25 02:12:45
Thane,211.37,390.81,3681.25,2024-11-25 02:12:50
Vashi,133.26,262.58,658.16,2024-11-25 02:12:55
Worli,173.09,153.97,3011.68,2024-11-25 02:13:00
Ghatkopar,77.31,33.45,3030.41,2024-11-25 02:13:05
Chembur,272.96,410.68,4350.32,2024-11-25 02:13:10
Mulund,3.8,416.03,1604.29,2024-11-25 02:13:15
Jogeshwari,212.0,361.13,2808.27,2024-11-25 02:13:20
Prabhadevi,483.96,160.26,1460.04,2024-11-25 02:13:25
Mahalaxmi,152.12,490.5,629.63,2024-11-25 02:13:30
Kurla,128.77,13.66,485.91,2024-11-25 02:13:35
Bhayandar,301.62,6.6,4456.38,2024-11-25 02:13:40
Ghatkopar,218.92,15.07,3979.81,2024-11-25 02:13:45
Lower Parel,119.04,147.72,679.96,2024-11-25 02:13:50
Thane,193.74,114.48,3583.7,2024-11-25 02:13:55
Bhayandar,131.76,388.2,3965.33,2024-11-25 02:14:00
Versova,451.05,402.44,3700.14,2024-11-25 02:14:05
Nariman Point,144.1,376.96,602.2,2024-11-25 02:14:10
Khar,352.35,363.42,3890.51,2024-11-25 02:14:15
Kurla,238.76,387.42,1579.08,2024-11-25 02:14:20
Colaba,17.39,316.56,4429.73,2024-11-25 02:14:25
Kurla,271.99,337.61,3190.41,2024-11-25 02:14:30
Khar,130.26,308.98,2660.67,2024-11-25 02:14:35
Thane,277.78,173.15,3618.29,2024-11-25 02:14:40
Colaba,158.62,360.4,3865.95,2024-11-25 02:14:45
Lower Parel,187.81,192.92,4378.65,2024-11-25 02:14:50
Vile Parle,279.84,235.32,4023.11,2024-11-25 02:14:55
Borivali,307.96,92.72,4864.3,2024-11-25 02:15:00
Parel,20.52,477.08,428.07,2024-11-25 02:15:05
Mulund,107.24,493.14,1581.85,2024-11-25 02:15:10
Vile Parle,40.06,254.16,3396.66,2024-11-25 02:15:15
Worli,432.25,82.28,399.35,2024-11-25 02:42:59
Saki Naka,20.16,79.19,841.98,2024-11-25 02:43:04
Colaba,416.74,386.92,432.74,2024-11-25 02:43:09
Thane,376.24,335.56,3959.47,2024-11-25 02:43:14
Chembur,6.11,468.39,1054.73,2024-11-25 02:43:19
Kurla,336.43,404.7,919.8,2024-11-25 02:43:24
Mulund,286.95,155.05,2129.19,2024-11-25 02:43:29
Bhayandar,47.77,74.24,2779.83,2024-11-25 02:43:34
Sion,319.64,391.91,1459.03,2024-11-25 02:43:39
Parel,245.76,61.73,3501.53,2024-11-25 02:43:44
Versova,32.85,304.76,3381.33,2024-11-25 02:43:49
Kandivali,411.03,1.44,2947.12,2024-11-25 02:43:54
Santacruz,227.7,93.74,2100.99,2024-11-25 02:43:59
Prabhadevi,364.3,275.61,3055.7,2024-11-25 02:44:04
Worli,321.11,44.01,1063.38,2024-11-25 02:44:09
Bhayandar,283.46,259.66,2063.83,2024-11-25 02:44:14
Bhayandar,487.14,93.23,2471.68,2024-11-25 02:44:19
Kandivali,180.21,461.89,2059.29,2024-11-25 02:44:24
Mahalaxmi,435.14,261.68,961.63,2024-11-25 02:44:29
Sion,113.33,39.53,4815.65,2024-11-25 02:44:34
Mahalaxmi,145.58,70.4,3753.22,2024-11-25 02:44:39
Matunga,175.06,112.19,1915.07,2024-11-25 02:44:44
Versova,175.52,444.63,3007.53,2024-11-25 02:44:49
Mahalaxmi,67.84,271.51,3326.5,2024-11-25 02:44:54
Kandivali,122.08,213.23,336.56,2024-11-25 02:44:59
Versova,346.45,162.62,1426.02,2024-11-25 02:45:04
Kandivali,452.74,159.0,3692.85,2024-11-25 02:45:09
Andheri,473.86,471.79,3196.87,2024-11-25 02:45:14
Vile Parle,239.35,6.89,4780.77,2024-11-25 02:45:19
Mulund,50.03,91.23,1411.66,2024-11-25 02:45:24
Dahisar,134.34,446.3,1035.41,2024-11-25 02:45:29
Nariman Point,125.81,390.06,4382.22,2024-11-25 02:45:34
Dahisar,440.49,450.6,3752.65,2024-11-25 02:45:39
Dahisar,429.27,176.75,4382.99,2024-11-25 02:45:44
Ghatkopar,258.26,304.33,3805.89,2024-11-25 02:45:49
Marine Drive,418.54,328.49,1135.29,2024-11-25 02:45:54
Versova,233.33,349.59,4141.56,2024-11-25 02:45:59
Borivali,54.67,452.36,2289.37,2024-11-25 02:46:04
Worli,459.98,358.44,4819.35,2024-11-25 02:46:09
Kandivali East,458.29,7.32,3324.51,2024-11-25 02:46:14
Mahalaxmi,251.73,409.79,4634.91,2024-11-25 02:46:19
Vile Parle,342.73,343.0,1101.59,2024-11-25 02:46:24
Prabhadevi,213.91,190.22,4391.49,2024-11-25 02:46:29
Andheri,242.38,14.03,4854.6,2024-11-25 02:46:34
Mulund,148.1,437.88,2200.03,2024-11-25 02:46:39
Jogeshwari,45.77,313.61,433.46,2024-11-25 02:46:44
Kandivali East,253.57,361.94,4355.32,2024-11-25 02:46:49
Mulund,328.67,320.24,2445.18,2024-11-25 02:46:54
Parel,140.19,71.95,2501.39,2024-11-25 02:46:59
Chembur,434.51,138.04,2374.0,2024-11-25 02:47:04
Versova,39.8,295.84,4077.34,2024-11-25 02:47:09
Santacruz,68.78,415.22,4102.39,2024-11-25 02:47:14
Andheri,486.32,241.69,4607.14,2024-11-25 02:47:19
Vile Parle,231.66,360.11,3272.23,2024-11-25 02:47:24
Jogeshwari,71.83,383.28,4810.61,2024-11-25 02:47:29
Nariman Point,253.04,347.24,4758.42,2024-11-25 02:47:34
Vashi,60.6,16.77,4289.9,2024-11-25 02:47:39
Borivali,230.89,235.66,2192.01,2024-11-25 02:47:44
Sion,495.69,462.32,4742.67,2024-11-25 02:47:49
Kandivali West,5.49,179.17,1246.16,2024-11-25 02:47:54
Saki Naka,381.72,264.47,2781.36,2024-11-25 02:47:59
Sion,230.48,11.89,3155.78,2024-11-25 02:48:04
Thane,269.37,146.17,1966.73,2024-11-25 02:48:09
Chembur,290.89,185.1,3135.68,2024-11-25 02:48:14
Andheri,442.25,295.01,3810.43,2024-11-25 02:48:19
Vile Parle,418.03,159.77,410.77,2024-11-25 02:48:24
Bandra,54.37,395.19,4809.14,2024-11-25 02:48:29
Borivali,173.93,331.05,3819.62,2024-11-25 02:48:34
Bandra,415.41,102.39,2749.61,2024-11-25 02:48:39
Vile Parle,347.78,231.68,3330.48,2024-11-25 02:48:44
Colaba,435.86,184.76,361.63,2024-11-25 02:48:49
Kandivali East,390.07,321.51,2810.27,2024-11-25 02:48:54
Kandivali,444.08,230.31,556.72,2024-11-25 02:48:59
Kurla,69.5,12.04,1199.68,2024-11-25 02:49:04
Kandivali West,344.2,461.01,2919.39,2024-11-25 02:49:09
Chembur,131.39,497.45,1229.65,2024-11-25 02:49:14
Vile Parle,281.65,346.44,458.71,2024-11-25 02:49:19
Saki Naka,321.32,81.28,1921.72,2024-11-25 02:49:24
Versova,50.6,11.95,4276.93,2024-11-25 02:49:29
Ghatkopar,216.34,108.76,764.95,2024-11-25 02:49:34
Matunga,282.22,93.34,2842.55,2024-11-25 02:49:39
Ghatkopar,426.56,88.99,1700.2,2024-11-25 02:49:44
Chembur,227.61,428.15,1739.75,2024-11-25 02:49:49
Chembur,63.93,190.81,1889.07,2024-11-25 02:49:54
Kurla,277.21,365.82,3616.14,2024-11-25 02:49:59
Kandivali East,439.05,145.55,1369.06,2024-11-25 02:50:04
Andheri,101.42,405.01,2817.7,2024-11-25 02:50:09
Matunga,310.31,273.42,3493.64,2024-11-25 02:50:14
Kurla,240.85,449.65,4945.11,2024-11-25 02:50:19
Santacruz,225.33,470.42,1096.66,2024-11-25 02:50:24
Prabhadevi,293.69,23.14,2023.6,2024-11-25 02:50:29
Malad,154.47,490.75,645.77,2024-11-25 02:50:34
Kurla,58.12,249.58,2729.02,2024-11-25 02:50:39
Bandra,9.22,448.31,1077.06,2024-11-25 02:50:44
Kandivali West,325.2,355.12,3924.47,2024-11-25 02:50:49
Versova,373.58,26.05,4987.36,2024-11-25 02:50:54
Mulund,300.53,27.66,401.66,2024-11-25 02:50:59
Parel,250.92,196.89,860.89,2024-11-25 02:51:04
Ghatkopar,189.55,131.78,1404.87,2024-11-25 02:51:09
Kandivali,56.04,171.78,4956.4,2024-11-25 02:51:14
Colaba,374.18,67.72,907.73,2024-11-25 02:51:19
Kandivali West,30.45,374.18,3619.24,2024-11-25 02:51:24
Kandivali,296.34,443.5,2708.93,2024-11-25 02:51:29
Ghatkopar,367.68,64.18,606.76,2024-11-25 02:51:34
Andheri,405.55,125.47,2783.53,2024-11-25 02:51:39
Worli,267.4,451.73,3486.97,2024-11-25 02:51:44
Marine Drive,12.67,116.1,3189.05,2024-11-25 02:51:49
Mahalaxmi,266.98,163.11,833.92,2024-11-25 02:51:54
Bhayandar,321.86,389.96,1733.13,2024-11-25 02:51:59
Chembur,432.23,47.95,3095.87,2024-11-25 02:52:04
Prabhadevi,398.81,434.88,1990.06,2024-11-25 02:52:09
Prabhadevi,162.7,244.38,3264.66,2024-11-25 02:52:15
Kurla,144.52,419.55,4978.96,2024-11-25 02:52:20
Parel,349.33,179.68,4542.23,2024-11-25 02:52:25
Kandivali West,472.21,404.81,721.64,2024-11-25 02:52:30
Chembur,207.32,72.82,4822.43,2024-11-25 02:52:35
Mulund,76.81,181.25,3856.49,2024-11-25 02:52:40
Khar,322.74,90.89,1978.18,2024-11-25 02:52:45
Kandivali East,228.67,231.71,856.94,2024-11-25 02:52:50
Mahalaxmi,211.63,241.75,3648.67,2024-11-25 02:52:55
Thane,203.76,185.25,2612.8,2024-11-25 02:53:00
Parel,391.59,398.03,3060.08,2024-11-25 02:53:05
Malad,186.77,116.67,4176.69,2024-11-25 02:53:10
Andheri,121.04,231.89,3168.31,2024-11-25 02:53:15
Saki Naka,277.53,158.11,4723.0,2024-11-25 02:53:20
Mulund,469.14,471.57,3262.42,2024-11-25 02:53:25
Marine Drive,483.14,99.75,1543.91,2024-11-25 02:53:30
Worli,481.87,302.1,3752.21,2024-11-25 02:53:35
Kandivali West,385.83,93.08,4575.98,2024-11-25 02:53:40
Chembur,337.44,251.42,2519.48,2024-11-25 02:53:45
Thane,29.4,148.44,1594.78,2024-11-25 02:53:50
Sion,71.3,246.06,3193.91,2024-11-25 02:53:55
Vile Parle,192.01,439.73,4975.36,2024-11-25 02:54:00
Chembur,283.78,291.82,2406.13,2024-11-25 02:54:05
Dahisar,344.56,433.09,1792.56,2024-11-25 02:54:10
Bhayandar,230.81,251.5,1677.44,2024-11-25 02:54:15
Versova,274.95,69.74,4270.75,2024-11-25 02:54:20
Kandivali East,350.06,363.78,2516.89,2024-11-25 02:54:25
Prabhadevi,193.64,75.96,2464.51,2024-11-25 02:54:30
Borivali,329.9,24.25,2736.76,2024-11-25 02:54:35
Borivali,183.79,204.16,4561.19,2024-11-25 02:54:40
Andheri,416.9,344.19,1226.48,2024-11-25 02:54:45
Santacruz,259.66,87.9,4250.38,2024-11-25 02:54:50
Malad,471.17,374.0,1998.95,2024-11-25 02:54:55
