service,usage,status,timestamp
Waste Management,1068.56,Non-Operational,2024-11-25 03:22:01
Waste Management,8160.54,Non-Operational,2024-11-25 03:22:06
Electricity,6496.18,Partially Operational,2024-11-25 03:22:11
Electricity,3505.78,Partially Operational,2024-11-25 03:22:16
Waste Management,2715.71,Operational,2024-11-25 03:22:21
Electricity,8644.58,Operational,2024-11-25 03:22:26
Waste Management,9988.82,Non-Operational,2024-11-25 03:22:31
Waste Management,8441.8,Partially Operational,2024-11-25 03:22:36
Waste Management,9745.12,Partially Operational,2024-11-25 03:22:41
Water,7097.96,Partially Operational,2024-11-25 03:22:46
Water,6388.63,Partially Operational,2024-11-25 03:22:51
Electricity,8172.91,Non-Operational,2024-11-25 03:22:56
Waste Management,8783.21,Non-Operational,2024-11-25 03:23:01
Electricity,3821.63,Non-Operational,2024-11-25 03:23:06
Water,514.83,Partially Operational,2024-11-25 03:23:11
Electricity,5205.32,Operational,2024-11-25 03:23:16
Waste Management,2161.7,Non-Operational,2024-11-25 03:23:21
Waste Management,2800.52,Operational,2024-11-25 03:23:26
Waste Management,9476.9,Partially Operational,2024-11-25 03:23:31
Electricity,7467.71,Partially Operational,2024-11-25 03:23:36
Electricity,879.48,Operational,2024-11-25 03:23:41
Electricity,1045.04,Operational,2024-11-25 03:23:46
Water,5084.05,Partially Operational,2024-11-25 03:23:51
Waste Management,2227.48,Non-Operational,2024-11-25 03:23:56
Waste Management,2788.59,Operational,2024-11-25 03:24:01
Electricity,6198.58,Non-Operational,2024-11-25 03:24:06
Waste Management,8315.39,Operational,2024-11-25 03:24:11
Waste Management,6136.95,Operational,2024-11-25 03:24:16
Water,4030.74,Operational,2024-11-25 03:24:21
Waste Management,4539.97,Partially Operational,2024-11-25 03:24:26
Electricity,366.08,Operational,2024-11-25 03:24:31
Waste Management,3442.8,Operational,2024-11-25 03:24:36
Water,9073.12,Non-Operational,2024-11-25 03:24:41
Electricity,3479.34,Partially Operational,2024-11-25 03:24:46
Waste Management,5516.64,Non-Operational,2024-11-25 03:24:51
Electricity,4316.14,Partially Operational,2024-11-25 03:24:56
Waste Management,4972.24,Operational,2024-11-25 03:25:01
Water,9600.12,Non-Operational,2024-11-25 03:25:06
Electricity,8901.57,Operational,2024-11-25 03:25:11
Electricity,8983.55,Operational,2024-11-25 03:25:16
Water,9717.68,Non-Operational,2024-11-25 03:25:21
Water,7761.54,Non-Operational,2024-11-25 03:25:26
Water,8130.96,Partially Operational,2024-11-25 03:25:31
Waste Management,6790.22,Operational,2024-11-25 03:25:36
Electricity,7446.17,Operational,2024-11-25 03:25:41
Waste Management,371.89,Operational,2024-11-25 03:25:46
Water,2162.19,Operational,2024-11-25 03:25:51
Water,3794.88,Partially Operational,2024-11-25 03:25:56
Electricity,6709.97,Operational,2024-11-25 03:26:01
Water,5673.85,Partially Operational,2024-11-25 03:26:06
Waste Management,7814.32,Non-Operational,2024-11-25 03:26:11
Water,2940.81,Non-Operational,2024-11-25 03:26:16
Electricity,4012.58,Partially Operational,2024-11-25 03:26:21
Waste Management,4032.09,Operational,2024-11-25 03:26:26
Water,7147.49,Partially Operational,2024-11-25 03:26:32
Waste Management,7529.34,Partially Operational,2024-11-25 03:26:37
Electricity,7821.74,Non-Operational,2024-11-25 03:26:42
Waste Management,7907.77,Non-Operational,2024-11-25 03:26:47
Electricity,856.01,Non-Operational,2024-11-25 03:26:52
Electricity,7651.1,Partially Operational,2024-11-25 03:26:57
Electricity,8308.81,Non-Operational,2024-11-25 03:27:02
Water,906.41,Operational,2024-11-25 03:27:07
Electricity,7728.65,Non-Operational,2024-11-25 03:27:12
Water,8298.65,Operational,2024-11-25 03:27:17
Electricity,3100.7,Non-Operational,2024-11-25 03:27:22
Water,2771.13,Operational,2024-11-25 03:27:27
Water,1945.72,Partially Operational,2024-11-25 03:27:32
Electricity,7059.1,Partially Operational,2024-11-25 03:27:37
Waste Management,705.83,Non-Operational,2024-11-25 03:27:42
Electricity,5663.69,Non-Operational,2024-11-25 03:27:47
Waste Management,4726.3,Non-Operational,2024-11-25 03:27:52
Water,6856.98,Non-Operational,2024-11-25 03:27:57
Water,4400.51,Operational,2024-11-25 03:28:02
Waste Management,8716.93,Operational,2024-11-25 03:28:07
Electricity,3312.57,Partially Operational,2024-11-25 03:28:12
Waste Management,6279.89,Operational,2024-11-25 03:28:17
Electricity,2043.1,Non-Operational,2024-11-25 03:28:22
Water,1269.23,Non-Operational,2024-11-25 03:28:27
Waste Management,2819.33,Partially Operational,2024-11-25 03:28:32
Waste Management,9620.77,Partially Operational,2024-11-25 03:28:37
Water,8862.26,Partially Operational,2024-11-25 03:28:42
Electricity,7032.24,Partially Operational,2024-11-25 03:28:47
Electricity,9710.75,Non-Operational,2024-11-25 03:28:52
Water,7374.62,Non-Operational,2024-11-25 03:28:57
Electricity,5930.64,Operational,2024-11-25 03:29:02
Waste Management,689.74,Operational,2024-11-25 03:29:07
Waste Management,4258.07,Operational,2024-11-25 03:29:12
Waste Management,5302.55,Operational,2024-11-25 03:29:17
Electricity,4854.36,Partially Operational,2024-11-25 03:29:22
Water,1091.79,Non-Operational,2024-11-25 03:29:27
Electricity,2435.94,Operational,2024-11-25 03:29:32
Waste Management,9497.56,Partially Operational,2024-11-25 03:29:37
Water,3091.07,Operational,2024-11-25 03:29:42
Water,2402.73,Partially Operational,2024-11-25 03:29:47
Electricity,3285.69,Partially Operational,2024-11-25 03:29:52
Electricity,5480.42,Non-Operational,2024-11-25 03:29:57
Water,4615.27,Non-Operational,2024-11-25 03:30:02
Waste Management,2538.83,Non-Operational,2024-11-25 03:30:07
Water,9139.42,Non-Operational,2024-11-25 03:30:12
Water,3748.2,Non-Operational,2024-11-25 03:30:17
Waste Management,191.81,Operational,2024-11-25 03:30:22
Electricity,9795.88,Partially Operational,2024-11-25 03:30:27
Water,2318.76,Non-Operational,2024-11-25 03:30:32
Water,336.11,Operational,2024-11-25 03:30:37
Waste Management,8994.0,Operational,2024-11-25 03:30:42
Electricity,9443.64,Partially Operational,2024-11-25 03:30:47
Electricity,6299.14,Operational,2024-11-25 03:30:52
Electricity,3235.12,Partially Operational,2024-11-25 03:30:57
Waste Management,8072.17,Non-Operational,2024-11-25 03:31:02
Water,7495.3,Non-Operational,2024-11-25 03:31:07
Electricity,5954.17,Non-Operational,2024-11-25 03:31:12
Waste Management,6104.83,Partially Operational,2024-11-25 03:31:17
Water,4996.93,Non-Operational,2024-11-25 03:31:22
Electricity,6733.85,Partially Operational,2024-11-25 03:31:27
Water,4089.05,Partially Operational,2024-11-25 03:31:32
Water,5820.41,Non-Operational,2024-11-25 03:31:37
Water,7601.11,Partially Operational,2024-11-25 03:31:42
Waste Management,5588.83,Non-Operational,2024-11-25 03:31:47
Waste Management,496.54,Operational,2024-11-25 03:31:52
Electricity,1988.38,Operational,2024-11-25 03:31:57
Electricity,6219.86,Partially Operational,2024-11-25 03:32:02
Waste Management,6980.06,Non-Operational,2024-11-25 03:32:07
Waste Management,2535.82,Partially Operational,2024-11-25 03:32:12
Waste Management,3040.16,Operational,2024-11-25 03:32:17
Waste Management,6006.21,Partially Operational,2024-11-25 03:32:22
Electricity,6862.33,Partially Operational,2024-11-25 03:32:27
Electricity,3730.26,Partially Operational,2024-11-25 03:32:32
Waste Management,9014.86,Non-Operational,2024-11-25 03:32:37
Electricity,617.06,Partially Operational,2024-11-25 03:32:42
Waste Management,9392.63,Non-Operational,2024-11-25 03:32:47
Waste Management,3181.18,Non-Operational,2024-11-25 03:32:52
Electricity,7567.58,Operational,2024-11-25 03:32:57
Water,3519.12,Partially Operational,2024-11-25 03:33:02
Electricity,171.72,Operational,2024-11-25 03:33:07
Electricity,2909.63,Non-Operational,2024-11-25 03:33:12
Waste Management,4888.43,Operational,2024-11-25 03:33:17
Water,8510.61,Non-Operational,2024-11-25 03:33:22
Waste Management,1681.13,Partially Operational,2024-11-25 03:33:27
Electricity,4636.28,Partially Operational,2024-11-25 03:33:32
Water,9375.65,Non-Operational,2024-11-25 03:33:37
Electricity,8526.37,Non-Operational,2024-11-25 03:33:42
Electricity,4531.32,Non-Operational,2024-11-25 03:33:47
Electricity,7195.62,Non-Operational,2024-11-25 03:33:52
Electricity,3508.72,Non-Operational,2024-11-25 03:33:57
Waste Management,3685.88,Operational,2024-11-25 03:34:02
Electricity,1808.02,Partially Operational,2024-11-25 03:34:07
Water,3215.66,Non-Operational,2024-11-25 03:34:12
Electricity,2363.07,Partially Operational,2024-11-25 03:34:17
Waste Management,9522.29,Partially Operational,2024-11-25 03:34:22
Water,2588.96,Non-Operational,2024-11-25 03:34:27
Water,7181.92,Partially Operational,2024-11-25 03:34:32
Water,7484.87,Operational,2024-11-25 03:34:37
Waste Management,5382.89,Partially Operational,2024-11-25 03:34:42
Electricity,4727.98,Non-Operational,2024-11-25 03:34:47
Electricity,6721.65,Partially Operational,2024-11-25 03:34:52
Electricity,4440.85,Partially Operational,2024-11-25 03:34:57
Electricity,3709.56,Non-Operational,2024-11-25 03:35:02
Water,8222.35,Operational,2024-11-25 03:35:07
Water,9605.57,Partially Operational,2024-11-25 03:35:12
Electricity,2652.84,Non-Operational,2024-11-25 03:35:17
Electricity,1408.38,Partially Operational,2024-11-25 03:35:22
Water,4669.57,Partially Operational,2024-11-25 03:35:27
Waste Management,2374.29,Partially Operational,2024-11-25 03:35:32
Electricity,6419.36,Partially Operational,2024-11-25 03:35:37
Waste Management,174.12,Operational,2024-11-25 03:35:42
Water,848.1,Non-Operational,2024-11-25 03:35:47
Water,4023.07,Non-Operational,2024-11-25 03:35:52
Electricity,6886.37,Partially Operational,2024-11-25 03:35:57
Waste Management,5555.64,Non-Operational,2024-11-25 03:36:02
Water,7477.5,Non-Operational,2024-11-25 03:36:07
Waste Management,8678.37,Operational,2024-11-25 03:36:12
Water,2559.31,Operational,2024-11-25 03:36:17
Water,1965.32,Operational,2024-11-25 03:36:22
Electricity,391.39,Operational,2024-11-25 03:36:27
Electricity,4206.78,Non-Operational,2024-11-25 03:36:32
Water,5662.76,Operational,2024-11-25 03:36:37
Waste Management,246.19,Partially Operational,2024-11-25 03:36:42
Water,2370.91,Operational,2024-11-25 03:36:47
Electricity,7946.35,Operational,2024-11-25 03:36:52
Electricity,2108.96,Operational,2024-11-25 03:36:57
Waste Management,6426.14,Non-Operational,2024-11-25 03:37:02
Electricity,8216.49,Partially Operational,2024-11-25 03:37:07
Waste Management,5999.82,Non-Operational,2024-11-25 03:37:12
Waste Management,6846.41,Partially Operational,2024-11-25 03:37:17
Water,3959.19,Partially Operational,2024-11-25 03:37:22
Electricity,202.85,Operational,2024-11-25 03:37:27
Electricity,6424.82,Partially Operational,2024-11-25 03:37:32
Electricity,2163.41,Operational,2024-11-25 03:37:37
Water,8107.57,Operational,2024-11-25 03:37:42
Water,3600.63,Operational,2024-11-25 03:37:47
Water,9455.39,Operational,2024-11-25 03:37:52
Waste Management,1065.56,Non-Operational,2024-11-25 03:37:57
Water,4815.54,Operational,2024-11-25 03:38:02
Water,6586.85,Partially Operational,2024-11-25 03:38:07
Water,1118.75,Partially Operational,2024-11-25 03:38:12
Electricity,5645.21,Non-Operational,2024-11-25 03:38:17
Water,1857.11,Partially Operational,2024-11-25 03:38:22
Waste Management,5587.58,Partially Operational,2024-11-25 03:38:27
Waste Management,1089.31,Operational,2024-11-25 03:38:32
Electricity,7973.58,Operational,2024-11-25 03:38:37
Water,4250.62,Partially Operational,2024-11-25 03:38:42
Water,7452.62,Partially Operational,2024-11-25 03:38:47
Waste Management,8170.62,Operational,2024-11-25 03:38:52
Electricity,5252.48,Non-Operational,2024-11-25 03:38:57
Water,9672.55,Partially Operational,2024-11-25 03:39:02
Electricity,7440.31,Non-Operational,2024-11-25 03:39:07
Waste Management,4297.77,Partially Operational,2024-11-25 03:39:12
Waste Management,7598.58,Partially Operational,2024-11-25 03:39:17
Water,9925.42,Non-Operational,2024-11-25 03:39:22
Water,4731.02,Partially Operational,2024-11-25 03:39:27
Water,2029.14,Partially Operational,2024-11-25 03:39:32
Water,1405.25,Operational,2024-11-25 03:39:37
Electricity,1191.41,Non-Operational,2024-11-25 03:39:42
Water,2698.4,Non-Operational,2024-11-25 03:39:47
Waste Management,548.81,Operational,2024-11-25 03:39:52
Electricity,1473.22,Operational,2024-11-25 03:39:57
Waste Management,3866.3,Operational,2024-11-25 03:40:02
Electricity,3453.26,Operational,2024-11-25 03:40:07
Electricity,7587.4,Operational,2024-11-25 03:40:12
Water,8350.46,Operational,2024-11-25 03:40:17
Water,3851.43,Non-Operational,2024-11-25 03:40:22
Waste Management,7491.86,Non-Operational,2024-11-25 03:40:27
Water,5761.42,Operational,2024-11-25 03:40:32
Electricity,9956.74,Partially Operational,2024-11-25 03:40:37
Waste Management,4531.11,Non-Operational,2024-11-25 03:40:42
Water,3206.17,Operational,2024-11-25 03:40:47
Electricity,9716.36,Non-Operational,2024-11-25 03:40:52
Waste Management,7655.92,Non-Operational,2024-11-25 03:40:57
Water,9779.58,Partially Operational,2024-11-25 03:41:02
Waste Management,7976.73,Partially Operational,2024-11-25 03:41:07
Electricity,3974.92,Operational,2024-11-25 03:41:12
Water,5810.56,Operational,2024-11-25 03:41:17
Electricity,9023.52,Operational,2024-11-25 03:41:22
Electricity,7008.07,Partially Operational,2024-11-25 03:41:27
Electricity,5558.2,Partially Operational,2024-11-25 03:41:32
Waste Management,6622.44,Non-Operational,2024-11-25 03:41:37
Electricity,3767.2,Non-Operational,2024-11-25 03:41:42
Water,8988.34,Partially Operational,2024-11-25 03:41:47
Electricity,2864.56,Partially Operational,2024-11-25 03:41:52
Waste Management,3467.4,Partially Operational,2024-11-25 03:41:57
Electricity,4336.78,Non-Operational,2024-11-25 03:42:02
Electricity,3033.33,Partially Operational,2024-11-25 03:42:07
Electricity,4562.02,Partially Operational,2024-11-25 03:42:12
Water,1263.73,Partially Operational,2024-11-25 03:42:17
Electricity,4981.64,Partially Operational,2024-11-25 03:42:22
Water,8103.62,Partially Operational,2024-11-25 03:42:27
Waste Management,3319.9,Non-Operational,2024-11-25 03:42:32
Electricity,2390.21,Operational,2024-11-25 03:42:37
Water,6598.73,Partially Operational,2024-11-25 03:42:42
Electricity,8570.78,Partially Operational,2024-11-25 03:42:47
Water,3240.87,Partially Operational,2024-11-25 03:42:52
Electricity,2097.98,Operational,2024-11-25 03:42:57
Water,3298.88,Non-Operational,2024-11-25 05:09:11
Electricity,5279.87,Operational,2024-11-25 05:09:16
Electricity,2467.23,Partially Operational,2024-11-25 05:09:21
Electricity,8150.78,Operational,2024-11-25 05:09:26
Water,3322.97,Partially Operational,2024-11-25 05:09:31
Electricity,4021.04,Partially Operational,2024-11-25 05:09:36
Electricity,7029.87,Operational,2024-11-25 05:09:41
Water,8245.98,Operational,2024-11-25 05:09:46
Waste Management,7621.59,Non-Operational,2024-11-25 05:09:51
Electricity,3078.44,Partially Operational,2024-11-25 05:09:56
Waste Management,6698.6,Non-Operational,2024-11-25 05:10:01
Electricity,5022.17,Partially Operational,2024-11-25 05:10:06
Waste Management,4651.05,Partially Operational,2024-11-25 05:10:11
Water,5042.45,Partially Operational,2024-11-25 05:10:16
Water,9278.07,Non-Operational,2024-11-25 05:10:21
Waste Management,8356.68,Operational,2024-11-25 05:10:26
Electricity,4400.24,Operational,2024-11-25 05:10:31
Electricity,8642.7,Non-Operational,2024-11-25 05:10:36
Waste Management,5038.12,Operational,2024-11-25 05:10:41
Waste Management,7762.11,Non-Operational,2024-11-25 05:10:46
Electricity,8278.58,Operational,2024-11-25 05:10:51
Electricity,5708.76,Non-Operational,2024-11-25 05:10:56
Water,5414.38,Non-Operational,2024-11-25 05:11:01
Waste Management,5088.66,Non-Operational,2024-11-25 05:11:06
Electricity,1334.4,Non-Operational,2024-11-25 05:11:11
Waste Management,1867.95,Non-Operational,2024-11-25 05:11:16
Electricity,6466.75,Operational,2024-11-25 05:11:21
Waste Management,7024.9,Non-Operational,2024-11-25 05:11:26
Electricity,2879.67,Non-Operational,2024-11-25 05:11:31
Electricity,6505.45,Operational,2024-11-25 05:11:36
Waste Management,2545.7,Non-Operational,2024-11-25 05:11:41
Electricity,8422.65,Partially Operational,2024-11-25 05:11:46
Electricity,870.32,Partially Operational,2024-11-25 05:11:51
Water,7739.26,Partially Operational,2024-11-25 05:11:56
Waste Management,9083.57,Partially Operational,2024-11-25 05:12:01
Water,9830.64,Partially Operational,2024-11-25 05:12:06
Electricity,7654.71,Non-Operational,2024-11-25 05:12:11
Waste Management,7491.45,Operational,2024-11-25 05:12:16
Waste Management,8056.91,Operational,2024-11-25 05:12:21
Water,4568.77,Operational,2024-11-25 05:12:26
Electricity,7101.21,Non-Operational,2024-11-25 05:12:31
Electricity,1822.82,Partially Operational,2024-11-25 05:12:36
Electricity,9979.63,Operational,2024-11-25 05:12:41
Electricity,235.24,Non-Operational,2024-11-25 05:12:46
Waste Management,9316.39,Partially Operational,2024-11-25 05:12:51
Electricity,8948.74,Non-Operational,2024-11-25 05:12:56
