location,temperature,humidity,rainfall,wind_speed,timestamp
Kandivali West,12.11,69,180.35,6.79,2024-11-25 02:06:49
Worli,18.41,61,91.48,15.79,2024-11-25 02:06:54
Khar,36.51,47,166.9,6.22,2024-11-25 02:06:59
Kandivali West,14.5,67,23.73,9.79,2024-11-25 02:07:04
Khar,38.04,86,156.22,11.74,2024-11-25 02:07:09
Saki Naka,-8.23,46,94.78,11.67,2024-11-25 02:07:14
Santacruz,33.64,65,123.04,10.64,2024-11-25 02:07:19
Marine Drive,29.59,31,17.02,19.65,2024-11-25 02:07:24
Mulund,31.03,81,90.03,6.8,2024-11-25 02:07:29
Vile Parle,26.86,74,159.63,3.84,2024-11-25 02:07:34
Colaba,23.82,56,158.2,6.6,2024-11-25 02:07:39
Kandivali East,12.91,38,181.84,6.91,2024-11-25 02:07:44
Kandivali,17.46,89,192.39,5.06,2024-11-25 02:07:49
Prabhadevi,6.93,67,153.85,6.01,2024-11-25 02:07:54
Bandra,26.92,62,150.14,18.83,2024-11-25 02:07:59
Bandra,-5.43,95,49.02,16.41,2024-11-25 02:08:04
Mulund,0.84,70,182.16,17.09,2024-11-25 02:08:09
Borivali,35.12,21,166.59,18.81,2024-11-25 02:08:14
Kandivali,36.54,50,123.54,1.23,2024-11-25 02:08:19
Thane,30.39,67,192.86,5.61,2024-11-25 02:08:24
Nariman Point,29.15,98,64.15,0.91,2024-11-25 02:08:29
Prabhadevi,33.03,32,112.4,8.47,2024-11-25 02:08:34
Mulund,22.26,41,96.29,18.98,2024-11-25 02:08:39
Dadar,30.67,72,9.15,4.81,2024-11-25 02:08:44
Vile Parle,26.05,20,7.87,12.11,2024-11-25 02:08:49
Dahisar,-8.19,90,60.76,12.7,2024-11-25 02:08:54
Dadar,24.72,48,178.96,10.47,2024-11-25 02:08:59
Dadar,6.58,60,30.14,8.64,2024-11-25 02:09:04
Andheri,6.18,69,44.33,11.18,2024-11-25 02:09:09
Colaba,35.79,29,48.05,15.78,2024-11-25 02:09:14
Kandivali East,35.82,55,50.14,6.21,2024-11-25 02:09:19
Sion,10.84,37,35.84,8.23,2024-11-25 02:09:24
Ghatkopar,3.0,54,60.54,0.03,2024-11-25 02:09:29
Mahalaxmi,38.18,65,110.62,18.03,2024-11-25 02:09:34
Santacruz,38.81,68,81.44,11.81,2024-11-25 02:09:39
Worli,9.46,76,117.8,12.99,2024-11-25 02:09:44
Matunga,35.29,38,111.53,14.34,2024-11-25 02:09:49
Marine Drive,38.88,45,26.09,2.77,2024-11-25 02:09:54
Borivali,3.47,39,137.8,17.67,2024-11-25 02:09:59
Mulund,17.86,20,101.81,9.98,2024-11-25 02:10:04
Khar,32.92,59,69.74,15.29,2024-11-25 02:10:09
Kandivali West,13.9,60,175.49,5.85,2024-11-25 02:10:14
Colaba,36.05,93,2.72,15.58,2024-11-25 02:10:19
Chembur,13.43,33,69.74,1.26,2024-11-25 02:10:24
Marine Drive,5.8,28,63.49,6.89,2024-11-25 02:10:29
Vashi,9.37,41,134.57,17.74,2024-11-25 02:10:34
Malad,38.65,97,195.76,2.23,2024-11-25 02:10:39
Marine Drive,4.42,58,105.1,18.19,2024-11-25 02:10:44
Andheri,24.93,60,184.23,18.02,2024-11-25 02:10:49
Prabhadevi,4.1,94,184.34,16.08,2024-11-25 02:10:54
Vile Parle,20.56,51,43.84,10.36,2024-11-25 02:10:59
Khar,29.56,51,132.58,6.59,2024-11-25 02:11:04
Kurla,0.39,58,37.4,12.18,2024-11-25 02:11:09
Marine Drive,32.26,79,86.02,18.34,2024-11-25 02:11:14
Prabhadevi,23.28,87,183.72,0.45,2024-11-25 02:11:20
Lower Parel,38.25,56,120.18,16.36,2024-11-25 02:11:25
Marine Drive,20.68,57,7.65,5.26,2024-11-25 02:11:30
Kandivali East,21.59,36,159.57,15.52,2024-11-25 02:11:35
Andheri,2.3,45,63.04,10.09,2024-11-25 02:11:40
Lower Parel,23.1,21,170.7,10.36,2024-11-25 02:11:45
Matunga,38.2,32,68.91,12.4,2024-11-25 02:11:50
Worli,31.8,100,53.02,10.85,2024-11-25 02:11:55
Chembur,21.12,21,196.08,5.82,2024-11-25 02:12:00
Ghatkopar,-6.89,88,186.88,11.86,2024-11-25 02:12:05
Borivali,-1.82,79,156.55,11.57,2024-11-25 02:12:10
Bandra,12.17,60,48.14,17.35,2024-11-25 02:12:15
Kandivali,-5.34,98,72.12,2.8,2024-11-25 02:12:20
Kurla,14.29,22,154.27,14.34,2024-11-25 02:12:25
Ghatkopar,22.89,65,124.67,18.6,2024-11-25 02:12:30
Jogeshwari,25.42,61,143.99,9.5,2024-11-25 02:12:35
Thane,8.74,98,0.89,10.28,2024-11-25 02:12:40
Kandivali West,30.54,97,168.04,17.6,2024-11-25 02:12:45
Parel,3.17,29,178.07,6.78,2024-11-25 02:12:50
Santacruz,15.86,94,19.64,13.75,2024-11-25 02:12:55
Andheri,19.17,38,102.17,1.38,2024-11-25 02:13:00
Bhayandar,-6.17,72,140.22,6.05,2024-11-25 02:13:05
Marine Drive,2.87,52,105.66,8.63,2024-11-25 02:13:10
Bhayandar,1.78,54,193.55,10.6,2024-11-25 02:13:15
Dadar,15.45,43,179.88,15.53,2024-11-25 02:13:20
Vile Parle,10.83,39,1.2,4.16,2024-11-25 02:13:25
Sion,35.55,42,94.4,5.68,2024-11-25 02:13:30
Bandra,17.46,37,107.19,5.57,2024-11-25 02:13:35
Vashi,17.05,54,139.95,5.5,2024-11-25 02:13:40
Malad,35.97,33,191.36,14.52,2024-11-25 02:13:45
Thane,-8.65,78,11.57,16.43,2024-11-25 02:13:50
Versova,-5.2,60,163.0,11.83,2024-11-25 02:13:55
Kandivali West,27.55,56,92.02,14.38,2024-11-25 02:14:00
Mahalaxmi,12.7,78,53.87,6.13,2024-11-25 02:14:05
Versova,18.81,65,99.76,16.36,2024-11-25 02:14:10
Parel,-7.6,32,50.67,17.2,2024-11-25 02:14:15
Bandra,39.11,31,150.69,5.58,2024-11-25 02:14:20
Mulund,3.96,60,89.63,6.36,2024-11-25 02:14:25
Versova,6.22,51,38.94,9.51,2024-11-25 02:14:30
Worli,-4.05,69,88.57,3.58,2024-11-25 02:14:35
Versova,0.98,30,11.71,5.22,2024-11-25 02:14:40
Kurla,16.19,21,46.65,15.45,2024-11-25 02:14:45
Colaba,12.14,44,111.25,8.66,2024-11-25 02:14:50
Vashi,-1.02,38,46.82,2.84,2024-11-25 02:14:55
Kandivali West,7.59,85,98.83,0.12,2024-11-25 02:15:00
Lower Parel,6.22,62,196.0,10.37,2024-11-25 02:15:05
Andheri,-6.89,54,184.49,3.8,2024-11-25 02:15:10
Kandivali,13.88,91,196.51,2.71,2024-11-25 02:15:15
Parel,22.93,42,83.72,13.99,2024-11-25 02:42:59
Dadar,29.64,61,54.57,12.73,2024-11-25 02:43:04
Borivali,12.3,34,9.04,2.76,2024-11-25 02:43:09
Ghatkopar,0.57,38,56.68,18.41,2024-11-25 02:43:14
Khar,20.14,40,88.08,7.78,2024-11-25 02:43:19
Mulund,7.76,28,47.46,2.22,2024-11-25 02:43:24
Bandra,1.81,68,189.41,12.16,2024-11-25 02:43:29
Mulund,-1.2,90,31.46,14.61,2024-11-25 02:43:34
Mahalaxmi,2.63,61,147.34,15.15,2024-11-25 02:43:39
Matunga,20.36,72,181.32,19.78,2024-11-25 02:43:44
Jogeshwari,-6.51,62,67.46,0.22,2024-11-25 02:43:49
Malad,20.66,72,126.79,18.95,2024-11-25 02:43:54
Borivali,32.25,61,106.74,3.34,2024-11-25 02:43:59
Prabhadevi,37.39,44,193.65,4.92,2024-11-25 02:44:04
Sion,30.57,53,108.3,5.25,2024-11-25 02:44:09
Versova,34.04,30,194.64,2.09,2024-11-25 02:44:14
Nariman Point,27.13,41,9.42,13.1,2024-11-25 02:44:19
Jogeshwari,10.33,35,177.38,6.08,2024-11-25 02:44:24
Borivali,3.39,72,80.32,14.81,2024-11-25 02:44:29
Khar,21.96,97,58.31,1.79,2024-11-25 02:44:34
Matunga,22.72,58,183.1,9.02,2024-11-25 02:44:39
Mulund,15.21,41,191.63,9.32,2024-11-25 02:44:44
Lower Parel,30.56,24,98.1,15.07,2024-11-25 02:44:49
Versova,10.06,58,63.63,18.77,2024-11-25 02:44:54
Bandra,32.89,86,46.21,3.84,2024-11-25 02:44:59
Colaba,-8.91,79,15.59,13.2,2024-11-25 02:45:04
Vashi,28.05,91,110.73,19.81,2024-11-25 02:45:09
Dahisar,-1.73,88,103.63,5.52,2024-11-25 02:45:14
Saki Naka,9.93,55,179.48,3.48,2024-11-25 02:45:19
Borivali,12.74,50,93.35,17.57,2024-11-25 02:45:24
Versova,30.01,99,168.72,8.63,2024-11-25 02:45:29
Bhayandar,26.87,82,55.05,16.09,2024-11-25 02:45:34
Lower Parel,36.58,99,143.61,17.33,2024-11-25 02:45:39
Malad,-5.09,52,64.85,6.73,2024-11-25 02:45:44
Dahisar,18.34,91,116.22,5.38,2024-11-25 02:45:49
Kurla,28.59,34,169.0,12.5,2024-11-25 02:45:54
Matunga,31.34,39,66.85,10.22,2024-11-25 02:45:59
Mulund,1.92,96,95.41,1.02,2024-11-25 02:46:04
Versova,28.27,99,6.38,16.3,2024-11-25 02:46:09
Marine Drive,26.27,65,2.96,1.31,2024-11-25 02:46:14
Colaba,11.66,79,146.85,4.14,2024-11-25 02:46:19
Dadar,27.87,41,125.21,19.05,2024-11-25 02:46:24
Kurla,38.81,22,160.96,1.51,2024-11-25 02:46:29
Santacruz,28.68,61,126.77,12.37,2024-11-25 02:46:34
Malad,22.51,100,124.95,0.25,2024-11-25 02:46:39
Santacruz,18.27,99,45.07,2.03,2024-11-25 02:46:44
Andheri,9.34,38,140.18,4.74,2024-11-25 02:46:49
Sion,11.45,67,182.29,5.24,2024-11-25 02:46:54
Mahalaxmi,17.14,25,137.34,11.1,2024-11-25 02:46:59
Kurla,35.93,91,164.83,11.54,2024-11-25 02:47:04
Malad,23.96,59,97.83,1.38,2024-11-25 02:47:09
Dahisar,36.37,67,186.9,2.8,2024-11-25 02:47:14
Nariman Point,-3.26,46,65.18,17.25,2024-11-25 02:47:19
Worli,-8.72,37,47.25,6.57,2024-11-25 02:47:24
Malad,38.36,90,87.62,13.67,2024-11-25 02:47:29
Dadar,20.26,95,75.49,12.49,2024-11-25 02:47:34
Vile Parle,-1.39,90,1.91,10.53,2024-11-25 02:47:39
Malad,31.3,51,175.92,3.79,2024-11-25 02:47:44
Ghatkopar,-0.77,56,161.92,6.82,2024-11-25 02:47:49
Kandivali East,4.05,67,186.73,2.79,2024-11-25 02:47:54
Parel,24.89,51,27.5,6.5,2024-11-25 02:47:59
Jogeshwari,24.77,46,90.6,8.01,2024-11-25 02:48:04
Jogeshwari,-7.2,58,23.56,15.97,2024-11-25 02:48:09
Kurla,38.46,31,102.37,10.63,2024-11-25 02:48:14
Kandivali West,-7.4,52,28.74,5.13,2024-11-25 02:48:19
Vile Parle,26.46,67,65.27,12.62,2024-11-25 02:48:24
Thane,-4.92,52,15.44,14.17,2024-11-25 02:48:29
Borivali,-1.55,53,162.1,15.72,2024-11-25 02:48:34
Borivali,18.06,97,8.9,11.13,2024-11-25 02:48:39
Prabhadevi,17.11,77,165.68,2.49,2024-11-25 02:48:44
Kandivali,28.94,70,81.79,0.83,2024-11-25 02:48:49
Matunga,28.54,44,113.84,7.95,2024-11-25 02:48:54
Prabhadevi,4.59,88,88.38,17.97,2024-11-25 02:48:59
Worli,-2.52,53,29.89,18.3,2024-11-25 02:49:04
Andheri,32.05,35,141.59,11.18,2024-11-25 02:49:09
Dahisar,0.11,31,169.23,2.14,2024-11-25 02:49:14
Kandivali,19.97,59,55.41,14.6,2024-11-25 02:49:19
Matunga,-9.96,48,164.75,17.42,2024-11-25 02:49:24
Mahalaxmi,14.09,72,107.48,9.67,2024-11-25 02:49:29
Santacruz,-6.93,79,147.97,18.54,2024-11-25 02:49:34
Khar,25.33,88,62.47,13.63,2024-11-25 02:49:39
Kandivali West,-4.66,52,99.36,1.67,2024-11-25 02:49:44
Kurla,31.58,89,73.59,10.99,2024-11-25 02:49:49
Marine Drive,-9.42,25,88.04,9.02,2024-11-25 02:49:54
Dahisar,26.73,50,137.81,18.47,2024-11-25 02:49:59
Kandivali East,0.41,81,131.67,15.85,2024-11-25 02:50:04
Thane,38.83,49,105.46,18.22,2024-11-25 02:50:09
Andheri,5.4,47,70.99,15.94,2024-11-25 02:50:14
Kandivali,16.85,42,153.09,11.26,2024-11-25 02:50:19
Kurla,34.01,74,23.19,8.91,2024-11-25 02:50:24
Vile Parle,-9.59,33,64.88,0.8,2024-11-25 02:50:29
Khar,-3.61,90,111.71,10.79,2024-11-25 02:50:34
Dahisar,7.04,84,36.13,7.25,2024-11-25 02:50:39
Kurla,36.19,45,14.44,6.79,2024-11-25 02:50:44
Mahalaxmi,-5.07,49,75.93,10.75,2024-11-25 02:50:49
Prabhadevi,-0.41,77,157.69,9.93,2024-11-25 02:50:54
Thane,-4.98,42,181.89,6.57,2024-11-25 02:50:59
Sion,-4.17,73,83.37,16.21,2024-11-25 02:51:04
Matunga,8.32,73,130.23,18.57,2024-11-25 02:51:09
Bandra,-4.76,92,67.82,3.92,2024-11-25 02:51:14
Andheri,35.43,91,155.58,4.84,2024-11-25 02:51:19
Dadar,-1.51,23,87.08,5.24,2024-11-25 02:51:24
Jogeshwari,10.24,87,11.23,6.27,2024-11-25 02:51:29
Bhayandar,20.68,48,85.99,3.85,2024-11-25 02:51:34
Colaba,17.66,98,178.29,15.31,2024-11-25 02:51:39
Versova,29.75,51,127.57,17.37,2024-11-25 02:51:44
Ghatkopar,23.69,46,58.6,17.86,2024-11-25 02:51:49
Andheri,14.08,43,35.49,18.36,2024-11-25 02:51:54
Mulund,29.38,40,43.3,9.51,2024-11-25 02:51:59
Mahalaxmi,33.83,82,71.7,13.34,2024-11-25 02:52:04
Khar,30.63,91,56.99,9.44,2024-11-25 02:52:09
Worli,29.35,49,101.01,3.24,2024-11-25 02:52:14
Kandivali,15.39,49,40.47,10.58,2024-11-25 02:52:20
Parel,7.13,65,108.65,15.87,2024-11-25 02:52:25
Bandra,2.99,39,27.71,10.23,2024-11-25 02:52:30
Kandivali East,12.35,82,21.23,15.67,2024-11-25 02:52:35
Bandra,27.35,56,19.69,19.98,2024-11-25 02:52:40
Bhayandar,30.41,82,175.87,17.07,2024-11-25 02:52:45
Sion,21.5,68,68.14,11.19,2024-11-25 02:52:50
Ghatkopar,3.33,73,165.75,10.27,2024-11-25 02:52:55
Malad,-5.65,70,136.01,8.8,2024-11-25 02:53:00
Kandivali West,29.1,59,166.13,15.81,2024-11-25 02:53:05
Kurla,-3.12,78,12.52,9.14,2024-11-25 02:53:10
Vile Parle,-0.45,55,165.98,14.08,2024-11-25 02:53:15
Prabhadevi,26.23,25,183.17,13.63,2024-11-25 02:53:20
Vashi,17.82,58,61.37,7.35,2024-11-25 02:53:25
Mahalaxmi,20.47,49,149.62,8.5,2024-11-25 02:53:30
Kandivali West,12.33,78,67.18,6.13,2024-11-25 02:53:35
Kandivali East,-9.2,32,186.58,2.32,2024-11-25 02:53:40
Andheri,12.41,86,174.43,12.96,2024-11-25 02:53:45
Bhayandar,-5.95,81,44.05,12.33,2024-11-25 02:53:50
Ghatkopar,-3.25,47,169.47,7.28,2024-11-25 02:53:55
Thane,37.86,68,135.44,10.63,2024-11-25 02:54:00
Marine Drive,32.89,94,170.17,4.21,2024-11-25 02:54:05
Dahisar,14.51,48,89.89,1.49,2024-11-25 02:54:10
Prabhadevi,11.91,42,99.5,3.32,2024-11-25 02:54:15
Chembur,36.96,37,141.88,17.44,2024-11-25 02:54:20
Worli,6.5,94,23.57,6.61,2024-11-25 02:54:25
Borivali,39.32,84,198.59,16.02,2024-11-25 02:54:30
Andheri,27.15,42,84.63,0.34,2024-11-25 02:54:35
Kandivali West,20.64,63,140.15,3.05,2024-11-25 02:54:40
Jogeshwari,15.54,92,122.11,9.28,2024-11-25 02:54:45
Jogeshwari,16.3,87,154.62,9.19,2024-11-25 02:54:50
Mahalaxmi,29.46,93,165.48,8.99,2024-11-25 02:54:55
Vashi,37.24,77,162.67,0.95,2024-11-25 02:55:00
Khar,39.72,87,59.9,2.82,2024-11-25 02:55:05
Borivali,17.87,60,82.47,7.92,2024-11-25 02:55:10
Khar,7.01,33,79.32,16.3,2024-11-25 02:55:15
Kandivali West,19.09,20,135.63,18.17,2024-11-25 02:55:20
Kandivali,19.11,28,196.18,9.85,2024-11-25 02:55:25
Worli,2.35,51,188.46,19.19,2024-11-25 02:55:30
Dadar,10.76,45,187.1,8.7,2024-11-25 02:55:35
Parel,6.15,83,24.59,15.32,2024-11-25 02:55:40
Matunga,28.58,92,114.97,9.66,2024-11-25 02:55:45
Chembur,13.88,82,86.14,5.19,2024-11-25 02:55:50
Saki Naka,14.58,89,85.25,18.54,2024-11-25 02:55:55
Bhayandar,31.51,56,101.08,7.37,2024-11-25 02:56:00
Bandra,21.4,47,45.79,4.15,2024-11-25 02:56:05
Marine Drive,17.13,93,104.6,6.1,2024-11-25 02:56:10
Vile Parle,-2.82,49,72.32,13.21,2024-11-25 02:56:15
Matunga,30.42,85,31.94,4.35,2024-11-25 02:56:20
Matunga,9.3,100,11.82,14.77,2024-11-25 02:56:25
Santacruz,12.87,69,88.62,3.8,2024-11-25 02:56:30
Vashi,14.0,91,86.64,6.85,2024-11-25 02:56:35
Borivali,-7.9,98,195.71,14.36,2024-11-25 02:56:40
Mahalaxmi,32.16,55,88.3,7.18,2024-11-25 02:56:45
Vile Parle,13.98,53,68.63,11.32,2024-11-25 02:56:50
Vile Parle,14.82,85,96.09,12.45,2024-11-25 02:56:55
Vile Parle,-0.68,35,185.26,19.61,2024-11-25 02:57:00
Jogeshwari,39.91,60,13.78,5.68,2024-11-25 02:57:05
Vashi,36.35,84,112.2,1.39,2024-11-25 02:57:10
Sion,27.17,49,8.0,8.04,2024-11-25 02:57:15
Jogeshwari,4.02,42,183.6,16.92,2024-11-25 02:57:20
Andheri,33.22,36,11.82,8.61,2024-11-25 02:57:25
Khar,39.27,99,98.83,17.65,2024-11-25 02:57:30
Thane,33.03,57,117.39,19.16,2024-11-25 02:57:35
Malad,39.7,38,120.09,8.31,2024-11-25 02:57:40
Parel,13.44,60,125.15,8.74,2024-11-25 02:57:45
Bandra,36.04,81,79.07,9.45,2024-11-25 02:57:50
Saki Naka,38.95,44,2.36,1.6,2024-11-25 02:57:55
Kandivali West,33.6,73,164.62,6.05,2024-11-25 02:58:00
Kandivali,18.81,79,9.8,9.65,2024-11-25 02:58:05
Khar,3.83,22,132.14,2.24,2024-11-25 02:58:10
Kurla,3.78,40,146.52,12.52,2024-11-25 02:58:15
Mulund,27.28,63,32.68,2.3,2024-11-25 02:58:20
Saki Naka,7.07,24,3.56,4.82,2024-11-25 02:58:25
Saki Naka,39.33,93,126.25,7.49,2024-11-25 02:58:30
Khar,7.15,99,78.71,17.77,2024-11-25 02:58:35
Ghatkopar,15.92,54,150.75,8.51,2024-11-25 02:58:40
Thane,16.26,35,38.77,5.22,2024-11-25 02:58:45
Mulund,34.93,46,113.59,9.59,2024-11-25 02:58:50
Versova,15.19,49,60.03,2.48,2024-11-25 02:58:55
Kandivali East,20.81,20,80.32,9.9,2024-11-25 02:59:00
Marine Drive,1.92,41,134.87,19.85,2024-11-25 02:59:05
Vile Parle,3.3,25,54.09,16.43,2024-11-25 02:59:10
Matunga,11.86,83,148.75,13.05,2024-11-25 02:59:15
Worli,-7.54,31,113.93,3.19,2024-11-25 02:59:20
Mulund,34.02,54,56.02,7.47,2024-11-25 02:59:25
Prabhadevi,30.13,73,106.44,6.13,2024-11-25 02:59:30
Nariman Point,11.51,55,36.74,18.6,2024-11-25 02:59:35
Kandivali West,-7.59,83,51.49,0.58,2024-11-25 02:59:40
Kandivali West,5.99,97,86.18,18.09,2024-11-25 02:59:45
Kandivali,17.73,51,170.01,12.87,2024-11-25 02:59:50
Santacruz,-5.14,23,153.49,5.91,2024-11-25 02:59:55
Vile Parle,3.48,67,30.17,2.89,2024-11-25 03:00:00
Malad,39.59,74,80.57,12.25,2024-11-25 03:00:05
Kurla,-5.61,30,126.45,4.33,2024-11-25 03:00:10
Kandivali,9.06,25,80.25,11.29,2024-11-25 03:00:15
Colaba,35.18,94,5.41,5.8,2024-11-25 03:00:20
Kandivali West,-6.32,30,121.89,3.06,2024-11-25 03:00:25
Marine Drive,-9.71,21,181.12,3.49,2024-11-25 03:00:30
Dadar,14.39,20,157.24,0.01,2024-11-25 03:00:35
Bhayandar,36.61,29,170.64,8.39,2024-11-25 03:00:40
Vile Parle,-2.61,53,169.05,14.49,2024-11-25 03:00:45
Sion,23.68,63,79.45,14.8,2024-11-25 03:00:50
Nariman Point,-0.76,81,105.24,14.14,2024-11-25 03:00:55
Colaba,35.27,37,110.01,17.52,2024-11-25 03:01:00
Kandivali West,9.47,89,130.69,7.54,2024-11-25 03:01:05
Kandivali,12.51,60,106.98,14.54,2024-11-25 03:01:10
Marine Drive,-0.18,84,157.45,17.96,2024-11-25 03:01:15
Kandivali East,16.67,96,100.76,19.81,2024-11-25 03:01:20
Versova,39.41,20,154.97,8.53,2024-11-25 03:01:25
Sion,10.25,67,162.66,10.73,2024-11-25 03:01:30
Marine Drive,-1.32,32,156.24,3.03,2024-11-25 03:01:35
Bandra,30.82,75,12.95,16.34,2024-11-25 03:01:40
Andheri,25.75,39,156.06,4.36,2024-11-25 03:01:45
Mulund,17.02,26,178.59,17.88,2024-11-25 03:01:50
Borivali,39.35,31,12.84,6.3,2024-11-25 03:01:55
Santacruz,9.7,81,173.89,2.14,2024-11-25 03:02:00
Kandivali,13.54,55,104.67,7.39,2024-11-25 03:02:05
Chembur,24.23,98,61.38,3.5,2024-11-25 03:02:10
Andheri,16.61,46,86.08,14.09,2024-11-25 03:02:15
Saki Naka,-2.13,43,176.18,2.19,2024-11-25 03:02:20
Thane,38.05,36,89.39,11.07,2024-11-25 03:02:25
Kandivali West,4.73,75,109.51,4.59,2024-11-25 03:02:30
Mahalaxmi,39.12,20,196.89,3.51,2024-11-25 03:02:35
Vile Parle,-9.02,85,95.6,2.64,2024-11-25 03:02:40
Ghatkopar,-8.26,72,196.72,0.59,2024-11-25 03:02:45
Bandra,23.23,43,69.0,8.9,2024-11-25 03:02:50
Kandivali,2.96,22,70.31,11.35,2024-11-25 03:02:55
Jogeshwari,16.92,96,123.98,10.26,2024-11-25 03:03:00
Prabhadevi,-0.45,49,115.65,16.73,2024-11-25 03:03:05
Dadar,8.1,87,95.11,11.59,2024-11-25 03:03:10
Colaba,36.84,62,67.14,19.92,2024-11-25 03:03:15
Saki Naka,4.13,64,5.04,6.94,2024-11-25 03:03:20
Vile Parle,-0.2,26,115.7,4.92,2024-11-25 03:03:25
Chembur,13.73,44,25.44,9.98,2024-11-25 03:03:30
Dadar,21.87,70,24.07,14.06,2024-11-25 03:03:35
Marine Drive,36.3,33,82.85,16.54,2024-11-25 03:03:40
Dahisar,26.25,66,89.58,4.2,2024-11-25 03:03:45
Malad,-5.83,66,174.57,12.54,2024-11-25 03:03:50
Bandra,36.73,35,67.4,13.47,2024-11-25 03:03:55
Marine Drive,34.9,67,98.67,18.5,2024-11-25 03:04:00
Mulund,-0.33,58,78.93,18.45,2024-11-25 03:04:05
Jogeshwari,20.76,84,146.46,12.12,2024-11-25 03:04:10
Andheri,7.91,62,47.89,12.5,2024-11-25 03:04:15
Kurla,4.44,45,191.45,13.04,2024-11-25 03:04:20
Borivali,36.64,55,73.22,12.47,2024-11-25 03:04:25
Andheri,4.07,37,179.69,14.17,2024-11-25 03:04:30
Santacruz,-6.76,68,84.58,15.54,2024-11-25 03:04:35
Chembur,7.36,66,51.47,0.37,2024-11-25 03:04:40
Khar,8.68,51,196.98,13.32,2024-11-25 03:04:45
Prabhadevi,8.16,93,116.0,6.46,2024-11-25 03:04:50
Colaba,23.82,76,154.58,15.17,2024-11-25 03:04:55
Colaba,0.85,74,190.72,19.38,2024-11-25 03:05:00
Kandivali West,1.77,52,123.61,6.59,2024-11-25 03:05:05
Jogeshwari,27.9,36,170.38,8.59,2024-11-25 03:05:10
Vile Parle,13.73,36,176.05,16.79,2024-11-25 03:05:15
Saki Naka,15.97,74,110.41,9.31,2024-11-25 03:05:20
Andheri,26.73,22,135.87,10.05,2024-11-25 03:05:25
Jogeshwari,8.91,25,58.62,5.6,2024-11-25 03:05:30
Kurla,34.26,96,144.17,8.69,2024-11-25 03:05:35
Worli,38.73,53,51.2,3.64,2024-11-25 03:05:40
Borivali,25.44,40,149.47,5.08,2024-11-25 03:05:45
Ghatkopar,14.05,71,132.01,13.46,2024-11-25 03:05:50
Thane,18.98,24,139.62,16.98,2024-11-25 03:05:55
Santacruz,-1.6,72,66.6,8.15,2024-11-25 03:06:00
Saki Naka,36.34,92,29.9,16.33,2024-11-25 03:06:05
Malad,-6.05,100,120.52,2.26,2024-11-25 03:06:10
Bhayandar,38.01,86,60.16,14.68,2024-11-25 03:06:15
Malad,11.67,78,47.11,12.83,2024-11-25 03:06:20
Kurla,8.27,71,193.45,11.66,2024-11-25 03:06:25
Colaba,-9.34,96,3.58,13.02,2024-11-25 03:06:30
Kurla,24.55,85,116.5,15.75,2024-11-25 03:06:35
Andheri,-1.28,51,83.26,7.63,2024-11-25 03:06:40
Dadar,9.3,61,108.64,13.61,2024-11-25 03:06:45
Colaba,31.15,95,115.8,19.27,2024-11-25 03:06:50
Vashi,6.15,81,113.15,16.5,2024-11-25 03:06:55
Khar,-9.96,77,99.53,4.59,2024-11-25 03:07:00
Jogeshwari,-9.9,58,108.44,19.62,2024-11-25 03:07:05
Marine Drive,32.09,56,32.92,18.25,2024-11-25 03:07:10
Bandra,-5.5,43,169.94,6.27,2024-11-25 03:07:15
Thane,1.95,79,17.96,5.81,2024-11-25 03:07:20
Kurla,-9.66,68,188.54,15.79,2024-11-25 03:07:25
Thane,22.22,50,15.32,11.51,2024-11-25 03:07:30
Nariman Point,30.04,40,57.25,8.35,2024-11-25 03:07:35
Vashi,30.88,29,167.12,16.34,2024-11-25 03:07:40
Dadar,-0.28,86,168.54,8.24,2024-11-25 03:07:45
Bandra,-1.56,50,42.77,1.66,2024-11-25 03:07:51
Dahisar,-8.23,66,46.22,18.02,2024-11-25 03:07:56
Prabhadevi,39.1,95,4.93,8.59,2024-11-25 03:08:01
Prabhadevi,25.25,45,151.55,3.71,2024-11-25 03:08:06
Kurla,-4.3,36,46.42,2.07,2024-11-25 03:08:11
Khar,1.96,47,108.2,8.21,2024-11-25 03:08:16
Versova,12.04,85,161.68,2.42,2024-11-25 03:08:21
Kandivali East,31.5,48,22.06,19.26,2024-11-25 03:08:26
Thane,17.34,100,53.34,2.21,2024-11-25 03:08:31
Thane,15.22,60,123.91,19.73,2024-11-25 03:08:36
Thane,-3.64,92,7.04,3.63,2024-11-25 03:08:41
Mahalaxmi,13.49,38,57.42,9.63,2024-11-25 03:08:46
Bhayandar,20.63,78,145.03,11.91,2024-11-25 03:08:51
Nariman Point,20.3,48,25.61,5.41,2024-11-25 03:08:56
Colaba,38.08,53,19.94,18.14,2024-11-25 03:09:01
Kandivali West,34.95,38,183.15,3.46,2024-11-25 03:09:06
Kandivali,23.85,42,51.94,3.67,2024-11-25 03:09:11
Jogeshwari,-9.77,53,82.6,14.61,2024-11-25 03:09:16
Santacruz,15.12,56,53.32,7.7,2024-11-25 03:09:21
Malad,9.59,64,30.89,10.72,2024-11-25 03:09:26
Kandivali West,3.13,68,154.1,13.56,2024-11-25 03:09:31
Colaba,31.44,77,47.31,15.25,2024-11-25 03:09:36
Mahalaxmi,12.64,97,6.14,11.33,2024-11-25 03:09:41
