location,vehicle_count,average_speed,congestion_level,timestamp
Nariman Point,293,91.59,High,2024-11-25 02:03:19
Santacruz,683,58.77,High,2024-11-25 02:03:24
Malad,427,49.66,Moderate,2024-11-25 02:03:29
Vile Parle,608,32.24,Moderate,2024-11-25 02:03:34
Borivali,669,89.4,Moderate,2024-11-25 02:03:39
Borivali,174,45.45,Moderate,2024-11-25 02:03:44
Santacruz,827,61.36,Moderate,2024-11-25 02:03:49
Nariman Point,670,76.87,Moderate,2024-11-25 02:03:54
Jogeshwari,844,54.93,High,2024-11-25 02:03:59
Kandivali East,729,61.49,High,2024-11-25 02:04:04
Borivali,136,33.55,Moderate,2024-11-25 02:04:09
Kandivali West,57,24.09,High,2024-11-25 02:04:14
Versova,987,46.53,Moderate,2024-11-25 02:04:19
Marine Drive,710,46.78,Moderate,2024-11-25 02:04:24
Vile Parle,423,57.12,Moderate,2024-11-25 02:04:29
Borivali,337,55.69,High,2024-11-25 02:04:34
Chembur,892,29.02,High,2024-11-25 02:04:39
Saki Naka,532,71.91,Low,2024-11-25 02:04:44
Marine Drive,113,46.97,High,2024-11-25 02:04:49
Sion,324,96.01,Low,2024-11-25 02:04:54
Kandivali West,769,46.18,High,2024-11-25 02:04:59
Kandivali East,693,59.62,Low,2024-11-25 02:05:04
Bandra,530,84.62,Moderate,2024-11-25 02:05:09
Vashi,698,58.3,Moderate,2024-11-25 02:05:14
Versova,340,96.97,High,2024-11-25 02:05:19
Santacruz,534,47.22,Low,2024-11-25 02:05:24
Kandivali East,951,42.21,Low,2024-11-25 02:05:29
Ghatkopar,336,89.78,High,2024-11-25 02:05:34
Versova,931,50.18,Moderate,2024-11-25 02:05:39
Sion,476,54.29,Low,2024-11-25 02:05:44
Sion,872,91.63,Moderate,2024-11-25 02:05:49
Andheri,233,56.65,High,2024-11-25 02:05:54
Mahalaxmi,126,23.61,Moderate,2024-11-25 02:05:59
Parel,395,53.93,High,2024-11-25 02:06:04
Chembur,984,81.96,High,2024-11-25 02:06:09
Mulund,825,63.94,High,2024-11-25 02:06:14
Colaba,596,25.87,High,2024-11-25 02:06:19
Kurla,579,60.79,Moderate,2024-11-25 02:06:24
Thane,374,53.07,Moderate,2024-11-25 02:06:29
Mahalaxmi,662,48.97,High,2024-11-25 02:06:34
Jogeshwari,662,77.8,High,2024-11-25 02:06:39
Versova,603,76.43,Low,2024-11-25 02:06:44
Mulund,890,76.2,High,2024-11-25 02:06:49
Versova,484,59.28,High,2024-11-25 02:06:54
Kandivali West,70,85.4,Moderate,2024-11-25 02:06:59
Malad,379,40.55,Low,2024-11-25 02:07:04
Vashi,127,78.48,High,2024-11-25 02:07:09
Bhayandar,370,57.33,Low,2024-11-25 02:07:14
Prabhadevi,820,88.4,Low,2024-11-25 02:07:19
Mahalaxmi,527,55.99,Moderate,2024-11-25 02:07:24
Kurla,408,70.99,Moderate,2024-11-25 02:07:29
Chembur,284,79.66,High,2024-11-25 02:07:34
Kandivali West,755,43.96,High,2024-11-25 02:07:39
Malad,147,58.3,Moderate,2024-11-25 02:07:44
Chembur,642,47.22,High,2024-11-25 02:07:49
Santacruz,955,75.39,Low,2024-11-25 02:07:54
Nariman Point,980,29.93,Low,2024-11-25 02:07:59
Bhayandar,510,72.0,Moderate,2024-11-25 02:08:04
Dahisar,952,67.2,Low,2024-11-25 02:08:09
Ghatkopar,442,69.85,Moderate,2024-11-25 02:08:14
Kandivali West,394,90.12,High,2024-11-25 02:08:19
Prabhadevi,454,63.08,High,2024-11-25 02:08:24
Bhayandar,927,30.26,Moderate,2024-11-25 02:08:29
Bandra,421,86.45,High,2024-11-25 02:08:34
Saki Naka,986,82.14,High,2024-11-25 02:08:39
Ghatkopar,691,20.99,High,2024-11-25 02:08:44
Mahalaxmi,773,39.76,Low,2024-11-25 02:08:49
Vile Parle,972,70.3,Low,2024-11-25 02:08:54
Dadar,836,53.7,High,2024-11-25 02:08:59
Versova,229,36.73,High,2024-11-25 02:09:04
Chembur,909,43.85,High,2024-11-25 02:09:09
Versova,235,73.43,High,2024-11-25 02:09:14
Prabhadevi,675,56.43,High,2024-11-25 02:09:19
Bhayandar,839,78.22,High,2024-11-25 02:09:24
Colaba,781,76.97,Low,2024-11-25 02:09:29
Kurla,678,87.23,Moderate,2024-11-25 02:09:34
Kurla,464,79.42,Moderate,2024-11-25 02:09:39
Versova,388,48.84,Moderate,2024-11-25 02:09:44
Kurla,50,51.09,Low,2024-11-25 02:09:49
Bhayandar,977,35.8,Low,2024-11-25 02:09:54
Vashi,738,47.12,High,2024-11-25 02:09:59
Bhayandar,932,20.15,Moderate,2024-11-25 02:10:04
Dadar,946,81.6,Moderate,2024-11-25 02:10:09
Marine Drive,467,87.52,Moderate,2024-11-25 02:10:14
Matunga,521,52.04,High,2024-11-25 02:10:19
Matunga,513,27.96,Low,2024-11-25 02:10:24
Versova,892,76.58,High,2024-11-25 02:10:29
Borivali,778,99.66,Moderate,2024-11-25 02:10:34
Kandivali,736,28.13,Moderate,2024-11-25 02:10:39
Mahalaxmi,172,80.92,High,2024-11-25 02:10:44
Saki Naka,900,46.11,High,2024-11-25 02:10:49
Colaba,280,49.38,Moderate,2024-11-25 02:10:54
Versova,521,88.7,Moderate,2024-11-25 02:10:59
Dahisar,318,31.13,Moderate,2024-11-25 02:11:04
Mahalaxmi,692,59.15,Low,2024-11-25 02:11:09
Versova,281,49.31,Low,2024-11-25 02:11:14
Matunga,206,54.76,High,2024-11-25 02:11:19
Ghatkopar,913,69.16,Moderate,2024-11-25 02:11:25
Chembur,602,44.5,Moderate,2024-11-25 02:11:30
Kandivali East,205,91.05,Low,2024-11-25 02:11:35
Kandivali,882,87.04,Low,2024-11-25 02:11:40
Bhayandar,836,97.39,Moderate,2024-11-25 02:11:45
Parel,938,60.85,High,2024-11-25 02:11:50
Chembur,61,80.8,Moderate,2024-11-25 02:11:55
Saki Naka,422,67.76,High,2024-11-25 02:12:00
Thane,132,99.72,Low,2024-11-25 02:12:05
Worli,916,99.48,Moderate,2024-11-25 02:12:10
Dahisar,566,31.64,Moderate,2024-11-25 02:12:15
Kandivali,239,84.66,Moderate,2024-11-25 02:12:20
Borivali,168,55.95,Moderate,2024-11-25 02:12:25
Dahisar,236,93.47,High,2024-11-25 02:12:30
Mulund,629,57.17,High,2024-11-25 02:12:35
Chembur,603,91.35,High,2024-11-25 02:12:40
Malad,397,60.47,High,2024-11-25 02:12:45
Vashi,579,40.61,Moderate,2024-11-25 02:12:50
Worli,142,20.11,High,2024-11-25 02:12:55
Marine Drive,262,50.38,Low,2024-11-25 02:13:00
Mulund,468,58.99,Moderate,2024-11-25 02:13:05
Khar,397,25.32,High,2024-11-25 02:13:10
Worli,992,59.17,High,2024-11-25 02:13:15
Worli,893,32.44,High,2024-11-25 02:13:20
Saki Naka,226,70.86,High,2024-11-25 02:13:25
Ghatkopar,484,71.67,Low,2024-11-25 02:13:30
Santacruz,172,28.88,Moderate,2024-11-25 02:13:35
Nariman Point,216,68.43,Low,2024-11-25 02:13:40
Ghatkopar,706,58.06,Low,2024-11-25 02:13:45
Khar,501,48.22,Moderate,2024-11-25 02:13:50
Sion,528,80.37,Moderate,2024-11-25 02:13:55
Matunga,243,82.98,Low,2024-11-25 02:14:00
Bandra,746,93.95,Moderate,2024-11-25 02:14:05
Malad,336,23.24,Moderate,2024-11-25 02:14:10
Kurla,166,91.17,Moderate,2024-11-25 02:14:15
Khar,648,74.91,Low,2024-11-25 02:14:20
Vashi,321,39.51,Moderate,2024-11-25 02:14:25
Vile Parle,357,24.57,High,2024-11-25 02:14:30
Malad,191,23.79,High,2024-11-25 02:14:35
Andheri,165,88.06,High,2024-11-25 02:14:40
Jogeshwari,476,28.28,Moderate,2024-11-25 02:14:45
Kandivali,749,75.74,Moderate,2024-11-25 02:14:50
Kandivali East,421,70.67,Moderate,2024-11-25 02:14:55
Mahalaxmi,206,58.11,High,2024-11-25 02:15:00
Kandivali East,936,94.61,Moderate,2024-11-25 02:15:05
Parel,594,83.29,Moderate,2024-11-25 02:15:10
Bandra,156,80.7,Low,2024-11-25 02:15:15
Jogeshwari,710,89.61,High,2024-11-25 02:42:59
Santacruz,586,96.52,High,2024-11-25 02:43:04
Thane,555,84.59,Moderate,2024-11-25 02:43:09
Malad,449,51.28,High,2024-11-25 02:43:14
Kandivali,380,21.42,High,2024-11-25 02:43:19
Bhayandar,471,59.91,Low,2024-11-25 02:43:24
Sion,317,47.75,Low,2024-11-25 02:43:29
Andheri,105,27.56,High,2024-11-25 02:43:34
Nariman Point,320,85.63,Moderate,2024-11-25 02:43:39
Borivali,739,53.29,Moderate,2024-11-25 02:43:44
Vile Parle,944,44.32,Low,2024-11-25 02:43:49
Worli,988,98.66,High,2024-11-25 02:43:54
Kurla,992,25.22,Moderate,2024-11-25 02:43:59
Bandra,169,40.21,Moderate,2024-11-25 02:44:04
Khar,620,84.17,Moderate,2024-11-25 02:44:09
Bhayandar,83,53.62,Low,2024-11-25 02:44:14
Matunga,126,84.6,Low,2024-11-25 02:44:19
Vashi,716,81.54,Low,2024-11-25 02:44:24
Jogeshwari,486,55.6,High,2024-11-25 02:44:29
Chembur,745,40.5,High,2024-11-25 02:44:34
Marine Drive,74,96.21,Low,2024-11-25 02:44:39
Matunga,301,25.25,High,2024-11-25 02:44:44
Khar,601,88.54,Low,2024-11-25 02:44:49
Malad,287,67.24,Low,2024-11-25 02:44:54
Thane,887,83.8,High,2024-11-25 02:44:59
Kandivali West,325,26.35,High,2024-11-25 02:45:04
Malad,319,38.99,High,2024-11-25 02:45:09
Chembur,199,37.35,Low,2024-11-25 02:45:14
Versova,154,65.12,High,2024-11-25 02:45:19
Chembur,619,57.93,High,2024-11-25 02:45:24
Ghatkopar,645,59.64,High,2024-11-25 02:45:29
Worli,655,48.78,Moderate,2024-11-25 02:45:34
Thane,468,59.36,High,2024-11-25 02:45:39
Andheri,526,46.91,High,2024-11-25 02:45:44
Worli,858,86.15,Low,2024-11-25 02:45:49
Mulund,485,22.64,Low,2024-11-25 02:45:54
Marine Drive,82,61.88,High,2024-11-25 02:45:59
Santacruz,53,83.02,Moderate,2024-11-25 02:46:04
Worli,514,64.48,High,2024-11-25 02:46:09
Ghatkopar,772,85.77,Low,2024-11-25 02:46:14
Matunga,150,86.15,Moderate,2024-11-25 02:46:19
Vashi,699,52.45,High,2024-11-25 02:46:24
Versova,756,25.83,High,2024-11-25 02:46:29
Kandivali East,541,39.38,Moderate,2024-11-25 02:46:34
Sion,936,55.35,Moderate,2024-11-25 02:46:39
Malad,446,61.14,Moderate,2024-11-25 02:46:44
Dadar,296,53.73,Moderate,2024-11-25 02:46:49
Kurla,838,20.6,Low,2024-11-25 02:46:54
Kandivali East,255,42.14,Moderate,2024-11-25 02:46:59
Kurla,750,25.72,High,2024-11-25 02:47:04
Nariman Point,547,22.99,Moderate,2024-11-25 02:47:09
Marine Drive,134,79.02,Low,2024-11-25 02:47:14
Kurla,744,70.32,High,2024-11-25 02:47:19
Ghatkopar,872,51.39,Low,2024-11-25 02:47:24
Mulund,82,86.02,Moderate,2024-11-25 02:47:29
Matunga,906,95.28,High,2024-11-25 02:47:34
Sion,323,66.05,High,2024-11-25 02:47:39
Prabhadevi,883,68.04,Low,2024-11-25 02:47:44
Dahisar,172,70.75,Moderate,2024-11-25 02:47:49
Thane,482,60.8,Moderate,2024-11-25 02:47:54
Versova,812,26.79,Low,2024-11-25 02:47:59
Ghatkopar,894,93.19,High,2024-11-25 02:48:04
Jogeshwari,606,24.78,Low,2024-11-25 02:48:09
Mulund,702,28.28,Low,2024-11-25 02:48:14
Kandivali East,781,23.43,Low,2024-11-25 02:48:19
Andheri,84,68.91,High,2024-11-25 02:48:24
Lower Parel,625,29.23,High,2024-11-25 02:48:29
Vashi,290,78.49,Moderate,2024-11-25 02:48:34
Versova,311,49.67,Low,2024-11-25 02:48:39
Nariman Point,584,48.41,Low,2024-11-25 02:48:44
Kurla,367,25.15,Moderate,2024-11-25 02:48:49
Parel,894,94.37,Moderate,2024-11-25 02:48:54
Kandivali West,820,84.65,High,2024-11-25 02:48:59
Borivali,717,72.55,Low,2024-11-25 02:49:04
Kandivali East,583,62.67,Moderate,2024-11-25 02:49:09
Borivali,668,40.97,Low,2024-11-25 02:49:14
Vile Parle,707,75.21,High,2024-11-25 02:49:19
Andheri,841,77.56,High,2024-11-25 02:49:24
Bandra,480,49.27,High,2024-11-25 02:49:29
Jogeshwari,451,74.13,Moderate,2024-11-25 02:49:34
Mahalaxmi,364,48.32,Low,2024-11-25 02:49:39
Sion,871,91.08,Moderate,2024-11-25 02:49:44
Marine Drive,229,26.68,High,2024-11-25 02:49:49
Andheri,456,81.55,High,2024-11-25 02:49:54
Versova,342,71.71,Low,2024-11-25 02:49:59
Vile Parle,143,91.18,High,2024-11-25 02:50:04
Vile Parle,390,57.54,Low,2024-11-25 02:50:09
Vashi,565,63.78,Low,2024-11-25 02:50:14
Nariman Point,767,74.77,Moderate,2024-11-25 02:50:19
Matunga,238,69.8,Low,2024-11-25 02:50:24
Mahalaxmi,476,85.08,Moderate,2024-11-25 02:50:29
Saki Naka,401,51.28,High,2024-11-25 02:50:34
Borivali,79,50.33,Moderate,2024-11-25 02:50:39
Chembur,137,67.41,Low,2024-11-25 02:50:44
Bhayandar,959,97.1,High,2024-11-25 02:50:49
Parel,905,28.29,Moderate,2024-11-25 02:50:54
Prabhadevi,200,92.92,Moderate,2024-11-25 02:50:59
Kandivali East,729,20.99,Moderate,2024-11-25 02:51:04
Kandivali East,62,95.51,Low,2024-11-25 02:51:09
Kandivali,267,59.08,High,2024-11-25 02:51:14
Colaba,517,94.31,High,2024-11-25 02:51:19
Borivali,658,78.05,Moderate,2024-11-25 02:51:24
Saki Naka,481,85.09,High,2024-11-25 02:51:29
Matunga,391,80.29,Low,2024-11-25 02:51:34
Mulund,946,71.66,Low,2024-11-25 02:51:39
Dahisar,627,49.54,Moderate,2024-11-25 02:51:44
Malad,754,31.66,High,2024-11-25 02:51:49
Dahisar,902,89.24,Low,2024-11-25 02:51:54
Parel,129,38.75,Low,2024-11-25 02:51:59
Matunga,762,59.93,Low,2024-11-25 02:52:04
Chembur,661,77.95,Low,2024-11-25 02:52:09
Khar,587,86.53,High,2024-11-25 02:52:14
Ghatkopar,255,60.44,High,2024-11-25 02:52:20
Prabhadevi,794,87.78,Low,2024-11-25 02:52:25
Kandivali East,866,31.94,High,2024-11-25 02:52:30
Ghatkopar,800,58.09,Low,2024-11-25 02:52:35
Andheri,122,29.15,Moderate,2024-11-25 02:52:40
Colaba,683,73.2,High,2024-11-25 02:52:45
Marine Drive,320,34.7,High,2024-11-25 02:52:50
Kandivali West,523,59.52,High,2024-11-25 02:52:55
Dadar,844,58.31,Moderate,2024-11-25 02:53:00
Kandivali,638,58.01,High,2024-11-25 02:53:05
Lower Parel,632,49.36,Moderate,2024-11-25 02:53:10
Saki Naka,791,51.27,Low,2024-11-25 02:53:15
Sion,84,21.24,High,2024-11-25 02:53:20
Jogeshwari,798,22.07,Moderate,2024-11-25 02:53:25
Bhayandar,95,78.9,High,2024-11-25 02:53:30
Parel,362,46.61,Low,2024-11-25 02:53:35
Dadar,822,41.05,Low,2024-11-25 02:53:40
Jogeshwari,671,77.33,High,2024-11-25 02:53:45
Jogeshwari,835,96.58,Moderate,2024-11-25 02:53:50
Bandra,169,52.09,High,2024-11-25 02:53:55
Ghatkopar,561,50.73,Moderate,2024-11-25 02:54:00
Nariman Point,275,49.78,Low,2024-11-25 02:54:05
Dahisar,978,58.1,Moderate,2024-11-25 02:54:10
Versova,740,87.05,Low,2024-11-25 02:54:15
Versova,184,28.51,Moderate,2024-11-25 02:54:20
Thane,611,72.69,Low,2024-11-25 02:54:25
Bandra,631,31.36,High,2024-11-25 02:54:30
Colaba,204,58.71,High,2024-11-25 02:54:35
Lower Parel,216,79.58,Low,2024-11-25 02:54:40
Sion,609,26.06,Moderate,2024-11-25 02:54:45
Lower Parel,901,81.67,Moderate,2024-11-25 02:54:50
Chembur,314,67.64,Moderate,2024-11-25 02:54:55
Malad,560,44.03,Moderate,2024-11-25 02:55:00
Vashi,748,79.94,Low,2024-11-25 02:55:05
Bandra,654,31.02,Moderate,2024-11-25 02:55:10
Andheri,808,22.6,Low,2024-11-25 02:55:15
Kandivali West,539,29.19,Moderate,2024-11-25 02:55:20
Thane,254,64.99,High,2024-11-25 02:55:25
Parel,902,67.11,Moderate,2024-11-25 02:55:30
Dahisar,139,54.12,Moderate,2024-11-25 02:55:35
Chembur,943,34.87,High,2024-11-25 02:55:40
Santacruz,877,69.97,Low,2024-11-25 02:55:45
Saki Naka,832,52.57,Low,2024-11-25 02:55:50
Nariman Point,685,37.55,High,2024-11-25 02:55:55
Borivali,496,24.1,High,2024-11-25 02:56:00
Bhayandar,436,58.0,Low,2024-11-25 02:56:05
Colaba,403,79.01,Low,2024-11-25 02:56:10
Lower Parel,294,75.75,Moderate,2024-11-25 02:56:15
Santacruz,796,82.3,Moderate,2024-11-25 02:56:20
Prabhadevi,330,79.57,High,2024-11-25 02:56:25
Jogeshwari,813,84.13,Low,2024-11-25 02:56:30
Kandivali,105,31.94,Low,2024-11-25 02:56:35
Mulund,969,82.44,Low,2024-11-25 02:56:40
Ghatkopar,217,45.5,High,2024-11-25 02:56:45
Kandivali East,141,24.95,Low,2024-11-25 02:56:50
Dahisar,971,40.63,Moderate,2024-11-25 02:56:55
Dahisar,826,45.04,High,2024-11-25 02:57:00
Ghatkopar,351,42.77,Moderate,2024-11-25 02:57:05
Kandivali East,295,96.53,Moderate,2024-11-25 02:57:10
Lower Parel,231,89.04,High,2024-11-25 02:57:15
Borivali,145,88.32,High,2024-11-25 02:57:20
Prabhadevi,706,59.01,High,2024-11-25 02:57:25
Andheri,515,38.31,Moderate,2024-11-25 02:57:30
Sion,196,27.91,Moderate,2024-11-25 02:57:35
Vashi,305,63.24,Low,2024-11-25 02:57:40
Vile Parle,364,47.14,Low,2024-11-25 02:57:45
Jogeshwari,768,30.27,High,2024-11-25 02:57:50
Andheri,51,85.36,Low,2024-11-25 02:57:55
Kandivali,834,21.07,High,2024-11-25 02:58:00
Jogeshwari,971,66.13,High,2024-11-25 02:58:05
Malad,393,28.9,Moderate,2024-11-25 02:58:10
Vile Parle,153,21.79,Moderate,2024-11-25 02:58:15
Versova,297,29.07,Moderate,2024-11-25 02:58:20
Jogeshwari,573,86.87,Moderate,2024-11-25 02:58:25
Vashi,290,88.75,Moderate,2024-11-25 02:58:30
Kandivali East,579,32.5,High,2024-11-25 02:58:35
Dadar,729,57.64,High,2024-11-25 02:58:40
Mahalaxmi,799,84.43,Low,2024-11-25 02:58:45
Dahisar,910,78.22,Moderate,2024-11-25 02:58:50
Saki Naka,379,33.73,Low,2024-11-25 02:58:55
Prabhadevi,643,91.09,Low,2024-11-25 02:59:00
Ghatkopar,114,45.22,Moderate,2024-11-25 02:59:05
Borivali,292,92.99,Moderate,2024-11-25 02:59:10
Kandivali West,263,49.26,Moderate,2024-11-25 02:59:15
Mulund,676,72.18,Moderate,2024-11-25 02:59:20
Chembur,974,83.76,Moderate,2024-11-25 02:59:25
Colaba,485,40.6,Moderate,2024-11-25 02:59:30
Lower Parel,943,57.3,High,2024-11-25 02:59:35
Kandivali,267,66.78,High,2024-11-25 02:59:40
Marine Drive,818,52.89,Low,2024-11-25 02:59:45
Vile Parle,79,44.39,High,2024-11-25 02:59:50
Borivali,672,51.51,Moderate,2024-11-25 02:59:55
Nariman Point,872,32.92,Low,2024-11-25 03:00:00
Sion,246,26.33,High,2024-11-25 03:00:05
Ghatkopar,871,71.45,Low,2024-11-25 03:00:10
Parel,920,71.55,Low,2024-11-25 03:00:15
Saki Naka,953,45.61,Moderate,2024-11-25 03:00:20
Thane,755,22.29,Low,2024-11-25 03:00:25
Jogeshwari,269,95.14,Moderate,2024-11-25 03:00:30
Nariman Point,211,35.39,Low,2024-11-25 03:00:35
Kandivali East,108,57.47,Moderate,2024-11-25 03:00:40
Bandra,513,53.74,Low,2024-11-25 03:00:45
Marine Drive,423,70.85,Moderate,2024-11-25 03:00:50
Kandivali East,672,23.27,Moderate,2024-11-25 03:00:55
Prabhadevi,580,45.82,Low,2024-11-25 03:01:00
Prabhadevi,998,87.86,High,2024-11-25 03:01:05
Marine Drive,579,85.47,Moderate,2024-11-25 03:01:10
Marine Drive,803,32.65,Moderate,2024-11-25 03:01:15
Chembur,904,27.3,Low,2024-11-25 03:01:20
Andheri,213,54.45,High,2024-11-25 03:01:25
Matunga,326,60.64,Low,2024-11-25 03:01:30
Dadar,751,39.88,High,2024-11-25 03:01:35
Lower Parel,442,99.47,Moderate,2024-11-25 03:01:40
Dahisar,58,38.61,High,2024-11-25 03:01:45
Lower Parel,137,72.29,Moderate,2024-11-25 03:01:50
Vile Parle,589,81.74,Low,2024-11-25 03:01:55
Kandivali East,580,60.76,High,2024-11-25 03:02:00
Khar,323,52.08,Moderate,2024-11-25 03:02:05
Sion,403,49.16,High,2024-11-25 03:02:10
Kandivali,634,64.64,Low,2024-11-25 03:02:15
Parel,574,94.96,High,2024-11-25 03:02:20
Khar,821,83.43,High,2024-11-25 03:02:25
Kandivali,621,63.65,High,2024-11-25 03:02:30
Vile Parle,244,27.69,High,2024-11-25 03:02:35
Vashi,667,22.34,Moderate,2024-11-25 03:02:40
Malad,283,28.57,Moderate,2024-11-25 03:02:45
Kandivali West,942,99.72,Moderate,2024-11-25 03:02:50
Kandivali West,579,56.21,High,2024-11-25 03:02:55
Matunga,369,20.16,High,2024-11-25 03:03:00
Dahisar,654,79.6,Moderate,2024-11-25 03:03:05
Thane,533,89.63,Moderate,2024-11-25 03:03:10
Matunga,805,25.53,High,2024-11-25 03:03:15
Parel,777,29.05,Moderate,2024-11-25 03:03:20
Kandivali West,476,22.31,Moderate,2024-11-25 03:03:25
Kandivali East,347,80.85,High,2024-11-25 03:03:30
Andheri,652,40.13,Moderate,2024-11-25 03:03:35
Parel,651,26.26,Moderate,2024-11-25 03:03:40
Bandra,148,33.46,Low,2024-11-25 03:03:45
Kurla,389,53.11,High,2024-11-25 03:03:50
Kandivali West,318,48.62,Low,2024-11-25 03:03:55
Saki Naka,637,44.56,Moderate,2024-11-25 03:04:00
Santacruz,723,38.81,Low,2024-11-25 03:04:05
Borivali,973,72.78,High,2024-11-25 03:04:10
Jogeshwari,61,85.84,High,2024-11-25 03:04:15
Dahisar,711,54.24,Low,2024-11-25 03:04:20
Saki Naka,576,42.1,Moderate,2024-11-25 03:04:25
Vile Parle,722,76.01,High,2024-11-25 03:04:30
Kandivali East,827,41.27,Moderate,2024-11-25 03:04:35
Versova,973,67.86,Moderate,2024-11-25 03:04:40
Lower Parel,899,32.18,Moderate,2024-11-25 03:04:45
Dadar,268,49.02,Moderate,2024-11-25 03:04:50
Kurla,396,72.24,High,2024-11-25 03:04:55
Versova,776,29.02,High,2024-11-25 03:05:00
Ghatkopar,553,82.99,High,2024-11-25 03:05:05
Parel,222,27.15,Moderate,2024-11-25 03:05:10
Santacruz,433,32.23,Low,2024-11-25 03:05:15
Sion,246,65.41,High,2024-11-25 03:05:20
Bandra,143,59.79,High,2024-11-25 03:05:25
Malad,349,59.59,Moderate,2024-11-25 03:05:30
Mahalaxmi,404,26.37,High,2024-11-25 03:05:35
Santacruz,110,46.45,Low,2024-11-25 03:05:40
Malad,826,88.49,Low,2024-11-25 03:05:45
Worli,506,31.14,Moderate,2024-11-25 03:05:50
Santacruz,221,48.2,Low,2024-11-25 03:05:55
Bhayandar,793,90.99,High,2024-11-25 03:06:00
Colaba,197,62.02,Moderate,2024-11-25 03:06:05
Bandra,835,42.08,High,2024-11-25 03:06:10
Dadar,112,22.76,Low,2024-11-25 03:06:15
Sion,209,63.88,Moderate,2024-11-25 03:06:20
Kurla,934,75.17,Low,2024-11-25 03:06:25
Vile Parle,80,97.88,High,2024-11-25 03:06:30
Dahisar,103,22.33,High,2024-11-25 03:06:35
Vile Parle,824,36.32,High,2024-11-25 03:06:40
Dahisar,461,21.13,High,2024-11-25 03:06:45
Thane,88,69.8,High,2024-11-25 03:06:50
Borivali,66,78.0,Low,2024-11-25 03:06:55
Versova,107,61.95,Low,2024-11-25 03:07:00
Lower Parel,983,94.63,Moderate,2024-11-25 03:07:05
Dahisar,334,98.29,Moderate,2024-11-25 03:07:10
Marine Drive,64,92.07,Moderate,2024-11-25 03:07:15
Colaba,95,89.98,Moderate,2024-11-25 03:07:20
Chembur,643,31.37,High,2024-11-25 03:07:25
Jogeshwari,90,77.62,Moderate,2024-11-25 03:07:30
Kandivali East,830,80.05,Low,2024-11-25 03:07:35
Mahalaxmi,704,57.47,Low,2024-11-25 03:07:40
Mulund,443,58.79,Moderate,2024-11-25 03:07:45
Prabhadevi,933,63.01,Low,2024-11-25 03:07:51
Vile Parle,740,39.77,Low,2024-11-25 03:07:56
Vashi,392,30.4,Low,2024-11-25 03:08:01
Marine Drive,857,28.83,Moderate,2024-11-25 03:08:06
Marine Drive,788,58.71,Moderate,2024-11-25 03:08:11
Colaba,687,23.81,Moderate,2024-11-25 03:08:16
Borivali,734,85.16,High,2024-11-25 03:08:21
Worli,557,27.69,High,2024-11-25 03:08:26
Borivali,250,56.17,Low,2024-11-25 03:08:31
Vile Parle,689,70.9,Low,2024-11-25 03:08:36
Kandivali,688,44.91,Moderate,2024-11-25 03:08:41
Versova,68,37.79,Moderate,2024-11-25 03:08:46
Sion,825,53.59,Low,2024-11-25 03:08:51
Vashi,231,28.03,Low,2024-11-25 03:08:56
Saki Naka,188,72.29,High,2024-11-25 03:09:01
Worli,626,45.65,Moderate,2024-11-25 03:09:06
Borivali,81,98.29,Low,2024-11-25 03:09:11
Kurla,571,97.55,High,2024-11-25 03:09:16
Vile Parle,351,85.38,High,2024-11-25 03:09:21
Dadar,199,30.52,Low,2024-11-25 03:09:26
Prabhadevi,591,25.29,High,2024-11-25 03:09:31
Borivali,476,35.9,Low,2024-11-25 03:09:36
Matunga,748,49.91,High,2024-11-25 03:09:41
Matunga,193,95.91,High,2024-11-25 03:09:46
Vashi,52,34.57,High,2024-11-25 03:09:51
Bhayandar,215,62.45,Moderate,2024-11-25 03:09:56
Sion,169,99.07,Low,2024-11-25 03:10:01
Khar,680,38.44,Moderate,2024-11-25 03:10:06
Mulund,800,48.98,Moderate,2024-11-25 03:10:11
Kandivali East,98,54.08,High,2024-11-25 03:10:16
Mahalaxmi,246,41.97,Moderate,2024-11-25 03:10:21
Kandivali,955,47.85,High,2024-11-25 03:10:26
Versova,867,21.85,Low,2024-11-25 03:10:31
Kurla,151,68.12,Low,2024-11-25 03:10:36
Nariman Point,917,98.87,Moderate,2024-11-25 03:10:41
Andheri,519,94.73,High,2024-11-25 03:10:46
Saki Naka,56,42.52,Low,2024-11-25 03:10:51
Santacruz,990,68.44,Low,2024-11-25 03:10:56
Khar,346,98.62,Moderate,2024-11-25 03:11:01
Santacruz,910,50.53,Low,2024-11-25 03:11:06
Kandivali East,966,82.02,High,2024-11-25 03:11:11
Bhayandar,520,82.77,Moderate,2024-11-25 03:11:16
Malad,494,99.0,Low,2024-11-25 03:11:21
